Réseaux en fibre optique jusqu'à l'abonné (FttH),,,,,,,,,,,,
Informations à l'échelle de la commune,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Code commune,Nom commune,Code région,Code département,Siren EPCI,Logements,Établissements,Zones très denses,Engagements L. 33-13,Intentions privées hors engagement L. 33-13,Commune rurale,Commune de montagne,OI 2018 T1
86097,La Ferrière-Airoux,75,86,200070035, 171    , 7    , -    , -    , -    , 1    , -    ,
61162,La Ferrière-au-Doyen,28,61,200068468, 122    , 5    , -    , -    , -    , 1    , -    ,
61163,La Ferrière-aux-Étangs,28,61,200035814, 756    , 35    , -    , -    , -    , 1    , -    ,
61164,La Ferrière-Béchet,28,61,200035111, 111    , 7    , -    , -    , -    , 1    , -    ,
61165,La Ferrière-Bochard,28,61,246100663, 314    , 12    , -    ,FRTE , -    , 1    , -    ,
79120,La Ferrière-en-Parthenay,75,79,200041333, 407    , 23    , -    , -    , -    , 1    , -    ,
27240,La Ferrière-sur-Risle,28,27,242700276, 166    , 7    , -    , -    , -    , 1    , -    ,EURK
39223,La Ferté,27,39,200071595, 89    , 10    , -    , -    , -    , 1    , -    ,
61168,La Ferté Macé,28,61,200035814, 3 298    , 207    , -    , -    , -    , -    , -    ,
91232,La Ferté-Alais,11,91,249100546, 1 704    , 100    , -    , -    , -    , -    , -    ,
41083,La Ferté-Beauharnais,24,41,244100780, 342    , 12    , -    , -    , -    , 1    , -    ,
72132,La Ferté-Bernard,52,72,247200686, 5 060    , 360    , -    , -    , -    , -    , -    ,
02306,La Ferté-Chevresis,32,02,200040426, 284    , 7    , -    , -    , -    , 1    , -    ,
61167,La Ferté-en-Ouche,28,61,200068468, 1 927    , 84    , -    , -    , -    , 1    , -    ,
77182,La Ferté-Gaucher,11,77,200072544, 2 328    , 139    , -    , -    , -    , -    , -    ,SMTH
03114,La Ferté-Hauterive,84,03,200071389, 136    , 11    , -    , -    , -    , 1    , -    ,
41084,La Ferté-Imbault,24,41,244100806, 657    , 16    , -    , -    , -    , 1    , -    ,
89163,La Ferté-Loupière,27,89,248900524, 388    , 13    , -    , -    , -    , 1    , -    ,
02307,La Ferté-Milon,32,02,200071991, 1 054    , 49    , -    , -    , -    , -    , -    ,
45146,La Ferté-Saint-Aubin,24,45,200005932, 3 384    , 172    , -    , -    , -    , -    , -    ,
41085,La Ferté-Saint-Cyr,24,41,244100798, 619    , 30    , -    , -    , -    , 1    , -    ,
76261,La Ferté-Saint-Samson,28,76,200069730, 215    , 5    , -    , -    , -    , 1    , -    ,
77183,La Ferté-sous-Jouarre,11,77,200077055, 4 826    , 216    , -    , -    , -    , -    , -    ,
08168,La Ferté-sur-Chiers,44,08,240800847, 100    , 5    , -    , -    , -    , 1    , -    ,
28149,La Ferté-Vidame,24,28,200069912, 442    , 26    , -    , -    , -    , 1    , -    ,
24179,La Feuillade,75,24,200041150, 346    , 14    , -    , -    , -    , -    , -    ,
29054,La Feuillée,53,29,200067197, 543    , 8    , -    , -    , -    , 1    , -    ,
50182,La Feuillie,28,50,200067031, 188    , 4    , -    , -    , -    , 1    , -    ,
76263,La Feuillie,28,76,200069730, 631    , 30    , -    , -    , -    , 1    , -    ,
38166,La Flachère,84,38,200018166, 185    , 6    , -    , -    , -    , 1    , -    ,
02312,La Flamengrie,32,02,240200444, 491    , 16    , -    , -    , -    , 1    , -    ,AISN
59232,La Flamengrie,32,59,200043321, 167    , 1    , -    , -    , -    , 1    , -    ,
72154,La Flèche,52,72,247200348, 7 599    , 483    , -    , -    , -    , -    , -    ,S@RT
17161,La Flotte,75,17,241700459, 3 215    , 128    , -    , -    , -    , -    , -    ,
14272,La Folie,28,14,200066801, 63    , 4    , -    , -    , -    , 1    , -    ,
14273,La Folletière-Abenon,28,14,200069532, 97    , 5    , -    , -    , -    , 1    , -    ,
72135,La Fontaine-Saint-Martin,52,72,247200348, 269    , 7    , -    , -    , -    , 1    , -    ,
76274,La Fontelaye,28,76,200068534, 17    , 1    , -    , -    , -    , 1    , -    ,
35113,La Fontenelle,53,35,200070688, 313    , 8    , -    , -    , -    , 1    , -    ,THDB
41089,La Fontenelle,24,41,200040772, 158    , 5    , -    , -    , -    , 1    , -    ,
11153,La Force,76,11,200035707, 119    , 7    , -    , -    , -    , 1    , -    ,
24222,La Force,75,24,200070647, 1 158    , 40    , -    , -    , -    , -    , -    ,
74129,La Forclaz,84,74,247400682, 124    , 4    , -    , -    , -    , 1    , 1    ,
29056,La Forest-Landerneau,53,29,242900801, 760    , 23    , -    , -    , -    , 1    , -    ,
51258,La Forestière,44,51,200066835, 147    , 4    , -    , -    , -    , 1    , -    ,
16142,La Forêt-de-Tessé,75,16,200043016, 164    , 6    , -    , -    , -    , 1    , -    ,
27256,La Forêt-du-Parc,28,27,200071454, 224    , 8    , -    , -    , -    , 1    , -    ,
23084,La Forêt-du-Temple,75,23,200041556, 136    , 2    , -    , -    , -    , 1    , -    ,
29057,La Forêt-Fouesnant,53,29,242900660, 2 371    , 101    , -    , -    , -    , -    , -    ,
91247,La Forêt-le-Roi,11,91,249100595, 190    , 10    , -    , -    , -    , 1    , -    ,
91248,La Forêt-Sainte-Croix,11,91,200017846, 83    , 9    , -    , -    , -    , 1    , -    ,
79123,La Forêt-sur-Sèvre,75,79,200040244, 1 102    , 50    , -    , -    , -    , 1    , -    ,
88177,La Forge,44,88,200071157, 339    , 7    , -    , -    , -    , -    , 1    ,
63161,La Forie,84,63,200070761, 208    , 9    , -    , -    , -    , 1    , 1    ,
38171,La Forteresse,84,38,200059392, 147    , 5    , -    , -    , -    , 1    , 1    ,
10157,La Fosse-Corduan,44,10,241000488, 108    , 1    , -    , -    , -    , 1    , -    ,
12105,La Fouillade,76,12,200069383, 659    , 37    , -    , -    , -    , 1    , 1    ,
42097,La Fouillouse,84,42,244200770, 1 948    , 178    , -    , -    , -    , -    , 1    ,THD4
79127,La Foye-Monjault,75,79,200041317, 365    , 7    , -    , -    , -    , 1    , -    ,
28159,La Framboisière,24,28,200069912, 209    , 5    , -    , -    , -    , 1    , -    ,
08180,La Francheville,44,08,200041630, 733    , 48    , -    ,FRTE , -    , -    , -    ,FRTE
39239,La Frasnée,27,39,243900719, 32    , -    , -    , -    , -    , 1    , 1    ,
17169,La Frédière,75,17,200041689, 45    , 1    , -    , -    , -    , 1    , -    ,
05059,La Freissinouse,93,05,200067825, 370    , 12    , -    , -    , -    , 1    , 1    ,
76281,La Frénaye,28,76,200010700, 846    , 44    , -    , -    , -    , -    , -    ,
61178,La Fresnaie-Fayel,28,61,200069458, 38    , -    , -    , -    , -    , 1    , -    ,
35116,La Fresnais,53,35,243500782, 1 126    , 40    , -    ,FRTE , -    , -    , -    ,
38174,La Frette,84,38,200059392, 502    , 46    , -    , -    , -    , -    , -    ,
71206,La Frette,27,71,200071538, 153    , 4    , -    , -    , -    , 1    , -    ,
95257,La Frette-sur-Seine,11,95,200058485, 2 013    , 49    , -    ,SFR0 , -    , -    , -    ,SFR0
56061,La Gacilly,53,56,200066785, 2 176    , 105    , -    , -    , -    , -    , -    ,THDB
76294,La Gaillarde,28,76,200069839, 215    , 6    , -    , -    , -    , -    , -    ,
04092,La Garde,93,04,200068625, 128    , 3    , -    , -    , -    , 1    , 1    ,
38177,La Garde,84,38,243800745, 171    , 1    , -    , -    , -    , 1    , 1    ,
83062,La Garde,93,83,248300543, 12 709    , 1 006    , -    ,SFR0 , -    , -    , -    ,SFR0
26138,La Garde-Adhémar,84,26,200042901, 604    , 26    , -    , -    , -    , 1    , -    ,
83063,La Garde-Freinet,93,83,200036077, 1 781    , 41    , -    , -    , -    , 1    , -    ,
92035,La Garenne-Colombes,11,92,200054781, 14 635    , 797    , 1    , -    , -    , -    , -    ,CO92-FRTE-SFR0
85096,La Garnache,52,85,200071629, 2 173    , 93    , -    , -    , -    , -    , -    ,
85097,La Gaubretière,52,85,248500662, 1 282    , 52    , -    , -    , -    , -    , -    ,
28175,La Gaudaine,24,28,200006971, 104    , 3    , -    , -    , -    , 1    , -    ,
06065,La Gaude,93,06,200030195, 2 832    , 154    , -    ,FRTE , -    , -    , -    ,
71213,La Genête,27,71,200071538, 305    , 8    , -    , -    , -    , 1    , -    ,
17173,La Genétouze,75,17,200041523, 141    , 7    , -    , -    , -    , 1    , -    ,
85098,La Genétouze,52,85,200072882, 789    , 16    , -    , -    , -    , 1    , -    ,
61188,La Genevraie,28,61,200069458, 75    , 9    , -    , -    , -    , 1    , -    ,
77202,La Genevraye,11,77,247700032, 332    , 14    , -    , -    , -    , 1    , -    ,
52214,La Genevroye,44,52,200068658, 13    , -    , -    , -    , -    , 1    , -    ,
87070,La Geneytouse,75,87,248719361, 442    , 12    , -    , -    , -    , 1    , -    ,
73123,La Giettaz,84,73,200068997, 811    , 22    , -    , -    , -    , 1    , 1    ,
42100,La Gimond,84,42,244200770, 115    , 6    , -    , -    , -    , 1    , 1    ,THD4
50205,La Godefroy,28,50,200069425, 106    , 1    , -    , -    , -    , 1    , -    ,
63169,La Godivelle,84,63,246300966, 49    , 3    , -    , -    , -    , 1    , 1    ,
50206,La Gohannière,28,50,200069425, 56    , 2    , -    , -    , -    , 1    , -    ,
61193,La Gonfrière,28,61,200068468, 174    , 4    , -    , -    , -    , 1    , -    ,
24198,La Gonterie-Boulouneix,75,24,200041572, 162    , 3    , -    , -    , -    , 1    , -    ,
59268,La Gorgue,32,59,245900758, 2 433    , 105    , -    , -    , -    , -    , -    ,
35122,La Gouesnière,53,35,243500782, 755    , 33    , -    ,FRTE , -    , 1    , -    ,
27289,La Goulafrière,28,27,200066413, 111    , 5    , -    , -    , -    , 1    , -    ,
63170,La Goutelle,84,63,200071215, 350    , 13    , -    , -    , -    , 1    , 1    ,
30132,La Grand-Combe,76,30,200066918, 2 982    , 86    , -    , -    , -    , -    , 1    ,
42103,La Grand-Croix,84,42,244200770, 2 112    , 121    , -    ,FRTE , -    , -    , -    ,
88213,La Grande-Fosse,44,88,200071066, 119    , 2    , -    , -    , -    , 1    , 1    ,
34344,La Grande-Motte,76,34,243400470, 20 550    , 379    , -    , -    , -    , -    , -    ,
77210,La Grande-Paroisse,11,77,247700107, 1 161    , 36    , -    ,SFR0 , -    , -    , -    ,
70443,La Grande-Résie,27,70,200036549, 43    , -    , -    , -    , -    , 1    , -    ,
71223,La Grande-Verrière,27,71,200070530, 419    , 5    , -    , -    , -    , 1    , 1    ,
08199,La Grandville,44,08,200041630, 346    , 9    , -    ,FRTE , -    , 1    , -    ,
25290,La Grange,27,25,242504371, 45    , -    , -    , -    , -    , 1    , 1    ,
05063,La Grave,93,05,240500439, 945    , 34    , -    , -    , -    , 1    , 1    ,
53108,La Gravelle,52,53,245300306, 240    , 23    , -    , -    , -    , 1    , -    ,
56068,La Grée-Saint-Laurent,53,56,200066777, 178    , 1    , -    , -    , -    , 1    , -    ,
42104,La Gresle,84,42,200035202, 448    , 11    , -    , -    , -    , 1    , 1    ,
17182,La Grève-sur-Mignon,75,17,200041499, 266    , 6    , -    , -    , -    , 1    , -    ,
44224,La Grigonnais,52,44,244400537, 675    , 26    , -    , -    , -    , 1    , -    ,
86108,La Grimaudière,75,86,248600447, 255    , 13    , -    , -    , -    , 1    , -    ,
17184,La Gripperie-Saint-Symphorien,75,17,200041762, 277    , 7    , -    , -    , -    , 1    , -    ,
59274,La Groise,32,59,200030633, 216    , 10    , -    , -    , -    , 1    , -    ,
18107,La Groutte,24,18,200036135, 64    , 2    , -    , -    , -    , 1    , -    ,
37114,La Guerche,24,37,200071587, 169    , 2    , -    , -    , -    , 1    , -    ,
35125,La Guerche-de-Bretagne,53,35,200039022, 2 228    , 178    , -    , -    , -    , -    , -    ,
18108,La Guerche-sur-l'Aubois,24,18,200011781, 1 877    , 76    , -    , -    , -    , -    , -    ,
85106,La Guérinière,52,85,248500191, 2 634    , 78    , -    , -    , -    , -    , -    ,
71231,La Guiche,27,71,200040293, 333    , 20    , -    , -    , -    , 1    , -    ,
72147,La Guierche,52,72,200068963, 518    , 12    , -    , -    , -    , -    , -    ,S@RT
03125,La Guillermie,84,03,200071363, 166    , 2    , -    , -    , -    , 1    , 1    ,
85107,La Guyonnière,52,85,200070233, 1 088    , 70    , -    , -    , -    , 1    , -    ,
50041,La Hague,28,50,200067205, 5 967    , 266    , -    , -    , -    , 1    , -    ,MAFI
44070,La Haie-Fouassière,52,44,200067635, 1 932    , 123    , -    , -    , -    , -    , -    ,
53111,La Haie-Traversaine,52,53,200055887, 231    , 10    , -    , -    , -    , 1    , -    ,
76338,La Hallotière,28,76,200069730, 95    , 4    , -    , -    , -    , 1    , -    ,
27313,La Harengère,28,27,200066405, 226    , 3    , -    , -    , -    , 1    , -    ,
22073,La Harmoye,53,22,200069409, 212    , 8    , -    , -    , -    , 1    , -    ,
05066,La Haute-Beaume,93,05,200067445, 10    , 1    , -    , -    , -    , 1    , 1    ,
77225,La Haute-Maison,11,77,247700438, 119    , 12    , -    , -    , -    , 1    , -    ,SMTH
78302,La Hauteville,11,78,247800550, 139    , 5    , -    , -    , 1    , 1    , -    ,
50236,La Haye,28,50,200067031, 2 778    , 168    , -    , -    , -    , -    , -    ,MAFI
76352,La Haye,28,76,200069730, 162    , 5    , -    , -    , -    , 1    , -    ,
88236,La Haye,44,88,200068757, 107    , 1    , -    , -    , -    , 1    , -    ,
27317,La Haye-Aubrée,28,27,200066405, 211    , 4    , -    , -    , -    , 1    , -    ,
50234,La Haye-Bellefond,28,50,200043354, 42    , 3    , -    , -    , -    , 1    , -    ,
50235,La Haye-d'Ectot,28,50,200067205, 151    , 3    , -    , -    , -    , 1    , -    ,MAFI
27318,La Haye-de-Calleville,28,27,200066413, 120    , 6    , -    , -    , -    , 1    , -    ,
27319,La Haye-de-Routot,28,27,200066405, 125    , 2    , -    , -    , -    , 1    , -    ,
27320,La Haye-du-Theil,28,27,200066405, 127    , 6    , -    , -    , -    , 1    , -    ,
27321,La Haye-le-Comte,28,27,200035665, 57    , 3    , -    , -    , -    , -    , -    ,
27322,La Haye-Malherbe,28,27,200035665, 648    , 21    , -    , -    , -    , -    , -    ,
50237,La Haye-Pesnel,28,50,200042604, 776    , 60    , -    , -    , -    , 1    , -    ,
27323,La Haye-Saint-Sylvestre,28,27,200066462, 184    , 7    , -    , -    , -    , 1    , -    ,
60311,La Hérelle,32,60,200068005, 111    , 3    , -    , -    , -    , 1    , -    ,ONUM
02378,La Hérie,32,02,240200600, 68    , 2    , -    , -    , -    , 1    , -    ,
62434,La Herlière,32,62,200069482, 63    , 7    , -    , -    , -    , 1    , -    ,
27336,La Heunière,28,27,200072312, 119    , 3    , -    , -    , -    , 1    , -    ,
14332,La Hoguette,28,14,241400514, 294    , 10    , -    , -    , -    , 1    , -    ,
08228,La Horgne,44,08,240800862, 74    , 1    , -    , -    , -    , 1    , -    ,
14337,La Houblonnière,28,14,200069532, 135    , 6    , -    , -    , -    , 1    , -    ,
27345,La Houssaye,28,27,200066413, 169    , 1    , -    , -    , -    , 1    , -    ,
76369,La Houssaye-Béranger,28,76,200070449, 206    , 6    , -    , -    , -    , 1    , -    ,
77229,La Houssaye-en-Brie,11,77,200072874, 634    , 41    , -    , -    , -    , 1    , -    ,SMTH
88244,La Houssière,44,88,200071066, 333    , 11    , -    , -    , -    , 1    , 1    ,
60319,La Houssoye,32,60,246000707, 250    , 12    , -    , -    , -    , 1    , -    ,
49161,La Jaille-Yvon,52,49,200071868, 180    , 8    , -    , -    , -    , 1    , -    ,
17191,La Jard,75,17,200036473, 177    , 4    , -    ,FRTE , -    , 1    , -    ,
17193,La Jarne,75,17,241700434, 1 102    , 47    , -    ,SFR0 , -    , -    , -    ,SFR0
17194,La Jarrie,75,17,241700434, 1 424    , 34    , -    , -    , -    , -    , -    ,
17195,La Jarrie-Audouin,75,17,200041689, 183    , 3    , -    , -    , -    , 1    , -    ,
85115,La Jaudonnière,52,85,200073260, 328    , 14    , -    , -    , -    , 1    , -    ,
04097,La Javie,93,04,200067437, 274    , 6    , -    , -    , -    , 1    , 1    ,
24216,La Jemaye-Ponteyraud,75,24,200040400, 128    , 5    , -    , -    , -    , 1    , -    ,
85116,La Jonchère,52,85,200071900, 300    , 8    , -    , -    , -    , 1    , -    ,
87079,La Jonchère-Saint-Maurice,75,87,200066512, 497    , 16    , -    , -    , -    , 1    , 1    ,
17201,La Laigne,75,17,200041499, 229    , 8    , -    , -    , -    , 1    , -    ,
49171,La Lande-Chasles,52,49,200071876, 64    , 4    , -    , -    , -    , 1    , -    ,
50262,La Lande-d'Airou,28,50,200043354, 284    , 7    , -    , -    , -    , 1    , -    ,
33219,La Lande-de-Fronsac,75,33,243301397, 949    , 54    , -    , -    , -    , -    , -    ,
61216,La Lande-de-Goult,28,61,200071652, 116    , 1    , -    , -    , -    , 1    , -    ,
61217,La Lande-de-Lougé,28,61,200068450, 30    , 2    , -    , -    , -    , 1    , -    ,
61218,La Lande-Patry,28,61,200035814, 831    , 50    , -    , -    , -    , -    , -    ,
27361,La Lande-Saint-Léger,28,27,200066827, 164    , 6    , -    , -    , -    , 1    , -    ,
61219,La Lande-Saint-Siméon,28,61,200035814, 85    , 1    , -    , -    , -    , 1    , -    ,
22097,La Landec,53,22,200068989, 327    , 14    , -    , -    , -    , 1    , -    ,
70295,La Lanterne-et-les-Armonts,27,70,247000854, 136    , 1    , -    , -    , -    , 1    , -    ,
39282,La Latette,27,39,200069623, 45    , 3    , -    , -    , -    , 1    , 1    ,
26157,La Laupie,84,26,200040459, 349    , 10    , -    , -    , -    , 1    , -    ,
73187,La Léchère,84,73,247300015, 2 027    , 54    , -    , -    , -    , 1    , 1    ,
44083,La Limouzinière,52,44,244400438, 880    , 37    , -    , -    , -    , 1    , -    ,
34141,La Livinière,76,34,200066348, 462    , 19    , -    , -    , -    , 1    , -    ,
66098,La Llagonne,76,66,246600464, 406    , 14    , -    , -    , -    , 1    , 1    ,
62521,La Loge,32,62,200044030, 96    , 1    , -    , -    , -    , 1    , -    ,
10200,La Loge-aux-Chèvres,44,10,200066892, 55    , 3    , -    , -    , -    , 1    , -    ,
10201,La Loge-Pomblin,44,10,200071041, 33    , 1    , -    , -    , -    , 1    , -    ,
76391,La Londe,28,76,200023414, 979    , 30    , -    ,FRTE , -    , -    , -    ,
83071,La Londe-les-Maures,93,83,200027100, 9 612    , 297    , -    , -    , -    , -    , -    ,
25347,La Longeville,27,25,242500320, 322    , 8    , -    , -    , -    , 1    , 1    ,
70308,La Longine,27,70,247000854, 167    , 8    , -    , -    , -    , 1    , 1    ,
59357,La Longueville,32,59,200043321, 899    , 27    , -    , -    , -    , -    , -    ,
12131,La Loubière,76,12,200067478, 623    , 42    , -    , -    , -    , 1    , 1    ,
28214,La Loupe,24,28,200070167, 1 964    , 116    , -    , -    , -    , -    , -    ,
10208,La Louptière-Thénard,44,10,200006716, 168    , 6    , -    , -    , -    , 1    , -    ,
11208,La Louvière-Lauragais,76,11,200035855, 52    , 1    , -    , -    , -    , 1    , -    ,
39305,La Loye,27,39,243900420, 251    , 5    , -    , -    , -    , 1    , -    ,
50281,La Lucerne-d'Outremer,28,50,200042604, 446    , 23    , -    , -    , -    , 1    , -    ,
50283,La Luzerne,28,50,200066389, 37    , 1    , -    , -    , -    , 1    , -    ,
58151,La Machine,27,58,200067700, 2 115    , 53    , -    , -    , -    , -    , -    ,
62535,La Madelaine-sous-Montreuil,32,62,200069029, 98    , 6    , -    , -    , -    , -    , -    ,
59368,La Madeleine,32,59,245900410, 12 110    , 616    , -    ,FRTE , -    , -    , -    ,FRTE
61241,La Madeleine-Bouvet,28,61,200068435, 284    , 5    , -    , -    , -    , 1    , -    ,
27378,La Madeleine-de-Nonancourt,28,27,200040277, 588    , 38    , -    , -    , -    , -    , -    ,EULH
77267,La Madeleine-sur-Loing,11,77,200023919, 174    , 3    , -    , -    , -    , 1    , -    ,
41121,La Madeleine-Villefrouin,24,41,200055481, 17    , 4    , -    , -    , -    , 1    , -    ,
31311,La Magdelaine-sur-Tarn,76,31,243100773, 449    , 22    , -    , -    , -    , 1    , -    ,
16197,La Magdeleine,75,16,200043016, 85    , 1    , -    , -    , -    , 1    , -    ,
58154,La Maison-Dieu,27,58,200067692, 105    , 2    , -    , -    , -    , 1    , -    ,
70326,La Malachère,27,70,247000706, 120    , 3    , -    , -    , -    , 1    , -    ,
48088,La Malène,76,48,200069151, 205    , 5    , -    , -    , -    , 1    , 1    ,
22140,La Malhoure,53,22,200069391, 241    , 12    , -    , -    , -    , 1    , -    ,
02454,La Malmaison,32,02,240200576, 181    , 7    , -    , -    , -    , 1    , -    ,
28231,La Mancelière,24,28,200040277, 116    , 4    , -    , -    , -    , 1    , -    ,
58155,La Marche,27,58,200068088, 341    , 6    , -    , -    , -    , 1    , -    ,
44090,La Marne,52,44,200071546, 557    , 19    , -    , -    , -    , 1    , -    ,
41127,La Marolle-en-Sologne,24,41,244100780, 245    , 13    , -    , -    , -    , 1    , -    ,
39317,La Marre,27,39,200069615, 159    , 10    , -    , -    , -    , 1    , -    ,
83074,La Martre,93,83,200040210, 222    , 6    , -    , -    , -    , 1    , 1    ,
29144,La Martyre,53,29,242900801, 323    , 15    , -    , -    , -    , 1    , -    ,
57452,La Maxe,44,57,200039865, 360    , 43    , -    ,FRTE , -    , -    , -    ,
23129,La Mazière-aux-Bons-Hommes,75,23,200067593, 56    , 1    , -    , -    , -    , 1    , 1    ,
50297,La Meauffe,28,50,200066389, 498    , 4    , -    , -    , -    , -    , -    ,
22144,La Méaugon,53,22,200069409, 520    , 12    , -    ,FRTE , -    , 1    , -    ,
85140,La Meilleraie-Tillay,52,85,248500464, 741    , 30    , -    , -    , -    , 1    , -    ,
44095,La Meilleraye-de-Bretagne,52,44,200072726, 685    , 28    , -    , -    , -    , 1    , -    ,
37151,La Membrolle-sur-Choisille,24,37,243700754, 1 216    , 58    , -    ,FRTE , -    , -    , -    ,
49201,La Ménitré,52,49,244900882, 1 021    , 32    , -    , -    , -    , -    , -    ,
85142,La Merlatière,52,85,200071918, 412    , 15    , -    , -    , -    , 1    , -    ,
61277,La Mesnière,28,61,200036069, 171    , 8    , -    , -    , -    , 1    , -    ,
50327,La Meurdraquière,28,50,200042604, 100    , 3    , -    , -    , -    , 1    , -    ,
87096,La Meyze,75,87,248700189, 486    , 16    , -    , -    , -    , 1    , -    ,
35177,La Mézière,53,35,243500667, 1 844    , 247    , -    , -    , -    , -    , -    ,
72198,La Milesse,52,72,247200132, 1 029    , 53    , -    , -    , -    , -    , -    ,
83079,La Môle,93,83,200036077, 789    , 43    , -    , -    , -    , 1    , -    ,
08294,La Moncelle,44,08,200041630, 67    , 3    , -    , -    , -    , 1    , -    ,
63231,La Monnerie-le-Montel,84,63,200070712, 1 072    , 75    , -    , -    , -    , -    , 1    ,
15128,La Monselie,84,15,241501055, 116    , 2    , -    , -    , -    , 1    , 1    ,
44101,La Montagne,52,44,244400404, 2 593    , 128    , -    ,SFR0 , -    , -    , -    ,
70352,La Montagne,27,70,247000854, 44    , 1    , -    , -    , -    , 1    , 1    ,
38264,La Morte,84,38,200040657, 653    , 21    , -    , -    , -    , 1    , 1    ,
79184,La Mothe-Saint-Héray,75,79,200069755, 895    , 54    , -    , -    , -    , 1    , -    ,
22155,La Motte,53,22,200067460, 1 034    , 39    , -    , -    , -    , 1    , -    ,
83085,La Motte,93,83,248300493, 1 942    , 68    , -    ,FRTE , -    , -    , -    ,
26215,La Motte-Chalancon,84,26,242600534, 456    , 12    , -    , -    , -    , 1    , 1    ,
84084,La Motte-d'Aigues,93,84,248400285, 701    , 14    , -    , -    , -    , 1    , -    ,
38265,La Motte-d'Aveillans,84,38,200040657, 1 075    , 27    , -    , -    , -    , 1    , 1    ,
26216,La Motte-de-Galaure,84,26,200040491, 355    , 12    , -    , -    , -    , 1    , -    ,
04134,La Motte-du-Caire,93,04,200068765, 416    , 21    , -    , -    , -    , 1    , 1    ,
73178,La Motte-en-Bauges,84,73,200069110, 311    , 5    , -    , -    , -    , 1    , 1    ,
05090,La Motte-en-Champsaur,93,05,200068096, 203    , 4    , -    , -    , -    , 1    , 1    ,
26217,La Motte-Fanjas,84,26,200067767, 86    , 6    , -    , -    , -    , 1    , 1    ,
36132,La Motte-Feuilly,24,36,243600350, 24    , 3    , -    , -    , -    , 1    , -    ,
61295,La Motte-Fouquet,28,61,200071652, 88    , 2    , -    , -    , -    , 1    , -    ,
71325,La Motte-Saint-Jean,27,71,200071884, 604    , 13    , -    , -    , -    , 1    , -    ,
38266,La Motte-Saint-Martin,84,38,200040657, 280    , 2    , -    , -    , -    , 1    , 1    ,
73179,La Motte-Servolex,84,73,200069110, 5 695    , 401    , -    ,FRTE , -    , -    , 1    ,FRTE
21445,La Motte-Ternant,27,21,242101442, 151    , 2    , -    , -    , -    , 1    , -    ,
10259,La Motte-Tilly,44,10,200006716, 207    , 3    , -    , -    , -    , 1    , -    ,
50361,La Mouche,28,50,200042604, 103    , 8    , -    , -    , -    , 1    , -    ,
69142,La Mulatière,84,69,200046977, 3 425    , 97    , 1    , -    , -    , -    , -    ,FRTE-SFR0
74193,La Muraz,84,74,247400583, 529    , 9    , -    , -    , -    , 1    , 1    ,
38269,La Mure,84,38,200040657, 2 921    , 211    , -    , -    , -    , -    , 1    ,
04136,La Mure-Argens,93,04,200068625, 353    , 6    , -    , -    , -    , 1    , 1    ,
38270,La Murette,84,38,243800984, 839    , 41    , -    , -    , -    , -    , -    ,
27430,La Neuve-Grange,28,27,200071843, 155    , 5    , -    , -    , -    , 1    , -    ,
27431,La Neuve-Lyre,28,27,200066462, 366    , 15    , -    , -    , -    , 1    , -    ,
70385,La Neuvelle-lès-Lure,27,70,247000664, 157    , 1    , -    , -    , -    , 1    , -    ,
70386,La Neuvelle-lès-Scey,27,70,247000367, 90    , 1    , -    , -    , -    , 1    , -    ,
88322,La Neuveville-devant-Lépanges,44,88,200042000, 220    , 11    , -    , -    , -    , 1    , 1    ,
88324,La Neuveville-sous-Châtenois,44,88,200068559, 175    , 2    , -    , -    , -    , 1    , -    ,
88325,La Neuveville-sous-Montfort,44,88,200068682, 87    , 3    , -    , -    , -    , 1    , -    ,
59427,La Neuville,32,59,200041960, 285    , 15    , -    , -    , -    , 1    , -    ,
08317,La Neuville-à-Maire,44,08,240800847, 66    , 1    , -    , -    , -    , 1    , -    ,
51399,La Neuville-au-Pont,44,51,200042703, 282    , 7    , -    , -    , -    , 1    , -    ,
51397,La Neuville-aux-Bois,44,51,200042703, 85    , 1    , -    , -    , -    , 1    , -    ,
08318,La Neuville-aux-Joûtes,44,08,200041622, 191    , 3    , -    , -    , -    , 1    , -    ,
51398,La Neuville-aux-Larris,44,51,200066850, 90    , 13    , -    , -    , -    , 1    , -    ,
02545,La Neuville-Bosmont,32,02,240200469, 76    , 7    , -    , -    , -    , 1    , -    ,
76464,La Neuville-Chant-d'Oisel,28,76,200023414, 869    , 20    , -    ,SFR0 , -    , 1    , -    ,
27432,La Neuville-du-Bosc,28,27,200066413, 500    , 5    , -    , -    , -    , 1    , -    ,
02546,La Neuville-en-Beine,32,02,200071785, 85    , 4    , -    , -    , -    , 1    , -    ,
60454,La Neuville-en-Hez,32,60,200067999, 444    , 17    , -    , -    , -    , 1    , -    ,ONUM
08320,La Neuville-en-Tourne-à-Fuy,44,08,200043156, 237    , 14    , -    , -    , -    , 1    , -    ,
60455,La Neuville-Garnier,32,60,246000582, 121    , 3    , -    , -    , -    , 1    , -    ,
02547,La Neuville-Housset,32,02,240200444, 36    , 3    , -    , -    , -    , 1    , -    ,
80593,La Neuville-lès-Bray,32,80,248000747, 160    , 3    , -    , -    , -    , 1    , -    ,
02548,La Neuville-lès-Dorengt,32,02,240200444, 170    , 6    , -    , -    , -    , 1    , -    ,
