Réseaux en fibre optique jusqu'à l'abonné (FttH),,,,,,,,,,,,
Informations à l'échelle de la commune,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Code commune,Nom commune,Code région,Code département,Siren EPCI,Logements,Établissements,Zones très denses,Engagements L. 33-13,Intentions privées hors engagement L. 33-13,Commune rurale,Commune de montagne,OI 2018 T1
76125,Bosc-le-Hard,28,76,200070449, 701    , 62    , -    , -    , -    , 1    , -    ,
76126,Bosc-Mesnil,28,76,200070068, 129    , 6    , -    , -    , -    , 1    , -    ,
17055,Boscamnant,75,17,200041523, 132    , 5    , -    , -    , -    , 1    , -    ,
64139,Bosdarros,75,64,200067254, 437    , 13    , -    , -    , -    , 1    , -    ,
27091,Bosgouet,28,27,200066405, 296    , 16    , -    , -    , -    , 1    , -    ,
71044,Bosjean,27,71,200042414, 203    , 10    , -    , -    , -    , 1    , -    ,
87021,Bosmie-l'Aiguille,75,87,248719288, 1 084    , 28    , -    , -    , -    , -    , -    ,
02101,Bosmont-sur-Serre,32,02,240200469, 89    , 2    , -    , -    , -    , 1    , -    ,
23027,Bosmoreau-les-Mines,75,23,200067189, 192    , 6    , -    , -    , -    , 1    , -    ,
80114,Bosquel,32,80,200071181, 151    , 7    , -    , -    , -    , 1    , -    ,
27094,Bosquentin,28,27,200070142, 83    , 5    , -    , -    , -    , 1    , -    ,
27095,Bosrobert,28,27,200066413, 258    , 13    , -    , -    , -    , 1    , -    ,
23028,Bosroger,75,23,200067593, 82    , 1    , -    , -    , -    , 1    , 1    ,
27090,Bosroumois,28,27,200066405, 1 464    , 53    , -    , -    , -    , -    , -    ,
10050,Bossancourt,44,10,200066892, 131    , 4    , -    , -    , -    , 1    , -    ,
37028,Bossay-sur-Claise,24,37,200071587, 554    , 19    , -    , -    , -    , 1    , -    ,
37029,Bossée,24,37,200071587, 189    , 15    , -    , -    , -    , 1    , -    ,
67057,Bosselshausen,44,67,200067783, 78    , 4    , -    , -    , -    , 1    , -    ,
67058,Bossendorf,44,67,246700959, 161    , 8    , -    , -    , -    , 1    , -    ,
24051,Bosset,75,24,200070647, 126    , 3    , -    , -    , -    , 1    , -    ,
74044,Bossey,84,74,247400690, 571    , 12    , -    , -    , -    , -    , -    ,TUHS
38049,Bossieu,84,38,200059392, 142    , 2    , -    , -    , -    , 1    , -    ,
33064,Bossugan,75,33,243301454, 26    , 5    , -    , -    , -    , 1    , -    ,
08073,Bossus-lès-Rumigny,44,08,200041622, 59    , 6    , -    , -    , -    , 1    , -    ,
03033,Bost,84,03,200071363, 91    , 3    , -    ,FRTE , -    , 1    , -    ,
40050,Bostens,75,40,244000808, 83    , 5    , -    ,FRTE , -    , 1    , -    ,
76128,Bosville,28,76,200069839, 278    , 8    , -    , -    , -    , 1    , -    ,
90015,Botans,27,90,200069052, 123    , 20    , -    ,FRTE , -    , 1    , -    ,
29013,Botmeur,53,29,200067197, 191    , 4    , -    , -    , -    , 1    , -    ,
29014,Botsorhel,53,29,242900835, 289    , 10    , -    , -    , -    , 1    , -    ,
45043,Bou,24,45,244500468, 411    , 13    , -    ,SFR0 , -    , 1    , -    ,
78090,Bouafle,11,78,200059889, 948    , 68    , -    ,FRTE , -    , 1    , -    ,FRTE
27097,Bouafles,28,27,200072312, 297    , 12    , -    , -    , -    , 1    , -    ,
09064,Bouan,76,09,200066363, 43    , 1    , -    , -    , -    , 1    , 1    ,
44018,Bouaye,52,44,244400404, 2 914    , 162    , -    ,SFR0 , -    , -    , -    ,
62157,Boubers-lès-Hesmond,32,62,200044030, 38    , 1    , -    , -    , -    , 1    , -    ,
62158,Boubers-sur-Canche,32,62,200069672, 309    , 8    , -    , -    , -    , 1    , -    ,
60089,Boubiers,32,60,246000707, 181    , 7    , -    , -    , -    , 1    , -    ,
13015,Bouc-Bel-Air,93,13,200054807, 5 562    , 434    , -    ,FRTE , -    , -    , -    ,FRTE
32060,Boucagnères,76,32,200072320, 73    , 1    , -    , -    , -    , 1    , -    ,
64140,Boucau,75,64,200067106, 4 047    , 128    , -    ,FRTE , -    , -    , -    ,FRTE
03034,Boucé,84,03,200071470, 277    , 10    , -    , -    , -    , 1    , -    ,
61055,Boucé,28,61,200068450, 338    , 19    , -    , -    , -    , 1    , -    ,
59092,Bouchain,32,59,200042190, 1 878    , 86    , -    , -    , -    , -    , -    ,
53035,Bouchamps-lès-Craon,52,53,200048551, 239    , 13    , -    , -    , -    , 1    , -    ,
80115,Bouchavesnes-Bergen,32,80,200037059, 142    , 5    , -    , -    , -    , 1    , -    ,
49035,Bouchemaine,52,49,244900015, 2 747    , 109    , -    ,FRTE , -    , -    , -    ,FRTE
57095,Boucheporn,44,57,245700133, 271    , 6    , -    , -    , -    , 1    , -    ,
26054,Bouchet,84,26,200042901, 662    , 22    , -    , -    , -    , 1    , -    ,
27098,Bouchevilliers,28,27,200069730, 38    , 3    , -    , -    , -    , 1    , -    ,
80116,Bouchoir,32,80,200070928, 127    , 6    , -    , -    , -    , 1    , -    ,
80117,Bouchon,32,80,200071223, 72    , 3    , -    , -    , -    , 1    , -    ,TUD6
51071,Bouchy-Saint-Genest,44,51,200066835, 108    , 6    , -    , -    , -    , 1    , -    ,
07040,Boucieu-le-Roi,84,07,200073096, 208    , 8    , -    , -    , -    , 1    , 1    ,
25078,Bouclans,27,25,242504181, 462    , 20    , -    , -    , -    , 1    , -    ,DLFE
30046,Boucoiran-et-Nozières,76,30,200066918, 439    , 16    , -    , -    , -    , 1    , -    ,
08074,Bouconville,44,08,240800920, 33    , 3    , -    , -    , -    , 1    , -    ,
55062,Bouconville-sur-Madt,44,55,200034874, 58    , 1    , -    , -    , -    , 1    , -    ,
02102,Bouconville-Vauclair,32,02,240200592, 91    , 8    , -    , -    , -    , 1    , -    ,
60090,Bouconvillers,32,60,246000707, 147    , 9    , -    , -    , -    , 1    , -    ,
54086,Boucq,44,54,200070563, 177    , 9    , -    , -    , -    , 1    , -    ,
63046,Boudes,84,63,200070407, 209    , 6    , -    , -    , -    , 1    , -    ,
76129,Boudeville,28,76,200069847, 93    , 9    , -    , -    , -    , 1    , -    ,
82019,Boudou,76,82,200066322, 320    , 5    , -    , -    , -    , 1    , -    ,
31078,Boudrac,76,31,200072643, 86    , 2    , -    , -    , -    , 1    , -    ,
21090,Boudreville,27,21,242101434, 59    , 1    , -    , -    , -    , 1    , -    ,
47033,Boudy-de-Beauregard,75,47,200036523, 196    , 8    , -    , -    , -    , 1    , -    ,
02103,Boué,32,02,240200444, 609    , 27    , -    , -    , -    , -    , -    ,
44019,Bouée,52,44,200072734, 377    , 11    , -    , -    , -    , 1    , -    ,
64141,Boueilh-Boueilho-Lasque,75,64,200067239, 164    , 15    , -    , -    , -    , 1    , -    ,
76130,Bouelles,28,76,200070068, 121    , 10    , -    , -    , -    , 1    , -    ,
97604,Bouéni,06,976,200060473, 1 941    , -    , -    , -    , -    , -    , -    ,
72041,Bouër,52,72,247200686, 140    , 10    , -    , -    , -    , 1    , -    ,
53036,Bouère,52,53,245300223, 507    , 20    , -    , -    , -    , 1    , -    ,
53037,Bouessay,52,53,247200090, 321    , 6    , -    , -    , -    , 1    , -    ,
36022,Bouesse,24,36,200068872, 235    , 9    , -    , -    , -    , 1    , -    ,
16055,Bouëx,75,16,200071827, 408    , 16    , -    , -    , -    , 1    , -    ,
95091,Bouffémont,11,95,200056380, 2 209    , 78    , -    ,FRTE , -    , -    , -    ,FRTE
85027,Boufféré,52,85,200070233, 1 230    , 172    , -    , -    , -    , 1    , -    ,
02104,Bouffignereux,32,02,240200576, 47    , 1    , -    , -    , -    , 1    , -    ,
80118,Boufflers,32,80,200070936, 73    , 2    , -    , -    , -    , 1    , -    ,
41022,Bouffry,24,41,200040772, 131    , 5    , -    , -    , -    , 1    , -    ,
80119,Bougainville,32,80,200071181, 199    , 6    , -    , -    , -    , 1    , -    ,
64142,Bougarber,75,64,200067254, 327    , 14    , -    , -    , -    , 1    , -    ,
38051,Bougé-Chambalud,84,38,243800778, 623    , 24    , -    , -    , -    , 1    , -    ,
36023,Bouges-le-Château,24,36,243600293, 184    , 19    , -    , -    , -    , 1    , -    ,
70078,Bougey,27,70,200036150, 50    , 5    , -    , -    , -    , 1    , -    ,
78092,Bougival,11,78,247800584, 3 978    , 156    , -    ,FRTE , -    , -    , -    ,FRTE
28052,Bouglainval,24,28,200033181, 364    , 12    , -    , -    , -    , 1    , -    ,EULH
77045,Bougligny,11,77,200023919, 324    , 15    , -    , -    , -    , 1    , -    ,
47034,Bouglon,75,47,244701355, 294    , 20    , -    , -    , -    , 1    , -    ,
17056,Bougneau,75,17,200041523, 293    , 9    , -    , -    , -    , 1    , -    ,
70079,Bougnon,27,70,200041879, 225    , 9    , -    , -    , -    , 1    , -    ,
79042,Bougon,75,79,200041994, 98    , 7    , -    , -    , -    , 1    , -    ,
40051,Bougue,75,40,244000808, 307    , 11    , -    ,FRTE , -    , 1    , -    ,
44020,Bouguenais,52,44,244400404, 7 910    , 453    , -    ,SFR0 , -    , -    , -    ,SFR0
14089,Bougy,28,14,200066728, 147    , 2    , -    , -    , -    , 1    , -    ,
45044,Bougy-lez-Neuville,24,45,244500484, 95    , 3    , -    , -    , -    , 1    , -    ,
71045,Bouhans,27,71,200042414, 109    , 2    , -    , -    , -    , 1    , -    ,
70080,Bouhans-et-Feurg,27,70,200036549, 146    , 2    , -    , -    , -    , 1    , -    ,
70081,Bouhans-lès-Lure,27,70,200041861, 133    , 5    , -    , -    , -    , 1    , -    ,
70082,Bouhans-lès-Montbozon,27,70,200041853, 60    , 2    , -    , -    , -    , 1    , -    ,
17057,Bouhet,75,17,200041614, 331    , 10    , -    , -    , -    , 1    , -    ,
21091,Bouhey,27,21,200071207, 42    , 1    , -    , -    , -    , 1    , -    ,
58036,Bouhy,27,58,200067130, 403    , 9    , -    , -    , -    , 1    , -    ,
65102,Bouilh-Devant,76,65,200072106, 14    , 1    , -    , -    , 1    , 1    , -    ,
65103,Bouilh-Péreuilh,76,65,200070803, 56    , 1    , -    , -    , 1    , 1    , -    ,
11043,Bouilhonnac,76,11,200035715, 119    , 3    , -    , -    , -    , 1    , -    ,
12030,Bouillac,76,12,200067064, 270    , 6    , -    , -    , -    , 1    , 1    ,
24052,Bouillac,75,24,200034833, 84    , 3    , -    , -    , -    , 1    , -    ,
82020,Bouillac,76,82,200066652, 271    , 8    , -    , -    , -    , 1    , -    ,
80120,Bouillancourt-en-Séry,32,80,200069722, 247    , 21    , -    , -    , -    , 1    , -    ,
80121,Bouillancourt-la-Bataille,32,80,200070977, 64    , 2    , -    , -    , -    , 1    , -    ,
60091,Bouillancy,32,60,246000871, 161    , 5    , -    , -    , -    , 1    , -    ,
21092,Bouilland,27,21,200006682, 161    , 6    , -    ,FRTE , -    , 1    , -    ,
97106,Bouillante,01,971,249710070, 4 028    , 134    , -    , -    , -    , -    , 1    ,
30047,Bouillargues,76,30,243000643, 2 684    , 146    , -    ,FRTE , -    , -    , -    ,FRTE
85028,Bouillé-Courdault,52,85,248500563, 261    , 7    , -    , -    , -    , 1    , -    ,
79043,Bouillé-Loretz,75,79,247900798, 576    , 20    , -    , -    , -    , 1    , -    ,
49036,Bouillé-Ménard,52,49,244900809, 327    , 8    , -    , -    , -    , 1    , -    ,
64143,Bouillon,75,64,200067239, 63    , 4    , -    , -    , -    , 1    , -    ,
54087,Bouillonville,44,54,200070738, 60    , 3    , -    , -    , -    , 1    , -    ,
10051,Bouilly,44,10,200069250, 474    , 34    , -    , -    , -    , 1    , -    ,
51072,Bouilly,44,51,200067213, 80    , 5    , -    , -    , -    , 1    , -    ,
45045,Bouilly-en-Gâtinais,24,45,200066280, 171    , 3    , -    , -    , -    , 1    , -    ,
79045,Bouin,75,79,200069755, 94    , 3    , -    , -    , -    , 1    , -    ,
85029,Bouin,52,85,200071629, 1 326    , 122    , -    , -    , -    , 1    , -    ,
62661,Bouin-Plumoison,32,62,200044030, 238    , 11    , -    , -    , -    , -    , -    ,
11044,Bouisse,76,11,200035863, 103    , 1    , -    , -    , -    , 1    , 1    ,
21093,Bouix,27,21,242101434, 88    , 6    , -    , -    , -    , 1    , -    ,
25079,Boujailles,27,25,242504496, 195    , 11    , -    , -    , -    , 1    , 1    ,DLFE
34037,Boujan-sur-Libron,76,34,243400769, 1 569    , 109    , -    ,FRTE , -    , -    , -    ,FRTE
10052,Boulages,44,10,200070126, 146    , 3    , -    , -    , -    , 1    , -    ,
88066,Boulaincourt,44,88,200068369, 31    , 1    , -    , -    , -    , 1    , -    ,
77046,Boulancourt,11,77,200023240, 218    , 3    , -    , -    , -    , 1    , -    ,
57096,Boulange,44,57,245701404, 1 022    , 20    , -    , -    , -    , -    , -    ,
32061,Boulaur,76,32,200042372, 80    , 3    , -    , -    , -    , 1    , -    ,
45046,Boulay-les-Barres,24,45,200035764, 241    , 12    , -    , -    , -    , 1    , -    ,
53038,Boulay-les-Ifs,52,53,200042182, 107    , 7    , -    , -    , -    , 1    , -    ,
57097,Boulay-Moselle,44,57,200067650, 2 549    , 150    , -    , -    , -    , -    , -    ,
24053,Boulazac Isle Manoire,75,24,200040392, 4 878    , 420    , -    , -    , -    , -    , -    ,
13017,Boulbon,93,13,241300417, 771    , 36    , -    ,SFR0 , -    , 1    , -    ,
26055,Boulc,84,26,242600534, 134    , 3    , -    , -    , -    , 1    , 1    ,
66022,Boule-d'Amont,76,66,246600415, 76    , 3    , -    , -    , -    , 1    , 1    ,
66023,Bouleternère,76,66,246600415, 559    , 16    , -    , -    , -    , 1    , -    ,
77047,Bouleurs,11,77,247700438, 597    , 13    , -    , -    , -    , 1    , -    ,SMTH
51073,Bouleuse,44,51,200067213, 84    , 4    , -    , -    , -    , 1    , -    ,
33065,Bouliac,75,33,243300316, 1 411    , 105    , -    ,FRTE , -    , -    , -    ,FRTE
07041,Boulieu-lès-Annonay,84,07,200072015, 1 071    , 49    , -    ,FRTE , -    , -    , 1    ,
01052,Bouligneux,84,01,200069193, 138    , 14    , -    , -    , -    , 1    , -    ,SIEA
70083,Bouligney,27,70,200041721, 234    , 8    , -    , -    , -    , 1    , -    ,
55063,Bouligny,44,55,200070290, 1 365    , 22    , -    , -    , -    , -    , -    ,
65104,Boulin,76,65,200070803, 115    , 2    , -    , -    , 1    , 1    , -    ,
60092,Boullarre,32,60,246000871, 87    , 7    , -    , -    , -    , 1    , -    ,
91093,Boullay-les-Troux,11,91,249100074, 240    , 6    , -    , -    , -    , 1    , -    ,
18032,Boulleret,24,18,200069227, 799    , 34    , -    , -    , -    , 1    , -    ,
27100,Boulleville,28,27,200066827, 593    , 38    , -    , -    , -    , -    , -    ,
31079,Bouloc,76,31,200034957, 1 791    , 85    , -    , -    , -    , -    , -    ,
82021,Bouloc-en-Quercy,76,82,200040418, 141    , 4    , -    , -    , -    , 1    , -    ,
92012,Boulogne-Billancourt,11,92,200054781, 64 690    , 5 444    , 1    , -    , -    , -    , -    ,CO92-FREE-FRTE-SFR0
60093,Boulogne-la-Grasse,32,60,246000855, 217    , 4    , -    , -    , -    , 1    , -    ,ONUM
31080,Boulogne-sur-Gesse,76,31,200072643, 946    , 65    , -    , -    , -    , 1    , -    ,
59093,Boulogne-sur-Helpe,32,59,200043263, 152    , 8    , -    , -    , -    , 1    , -    ,
62160,Boulogne-sur-Mer,32,62,246200729, 22 873    , 1 295    , -    ,SFR0 , -    , -    , -    ,SFR0
72042,Bouloire,52,72,200072684, 1 137    , 69    , -    , -    , -    , 1    , -    ,
14090,Boulon,28,14,200066710, 270    , 8    , -    , -    , -    , 1    , -    ,
70084,Boulot,27,70,247000706, 283    , 9    , -    , -    , -    , -    , -    ,
70085,Boult,27,70,247000706, 284    , 9    , -    , -    , -    , 1    , -    ,
08075,Boult-aux-Bois,44,08,240800920, 89    , 7    , -    , -    , -    , 1    , -    ,
51074,Boult-sur-Suippe,44,51,200067213, 666    , 20    , -    , -    , -    , -    , -    ,
08076,Boulzicourt,44,08,240800862, 443    , 21    , -    , -    , -    , 1    , -    ,
64144,Boumourt,75,64,200039204, 64    , 2    , -    , -    , -    , 1    , -    ,
24054,Bouniagues,75,24,200070647, 297    , 15    , -    , -    , -    , 1    , -    ,
62161,Bouquehault,32,62,200072478, 294    , 5    , -    , -    , -    , 1    , -    ,
27101,Bouquelon,28,27,200066405, 207    , 7    , -    , -    , -    , 1    , -    ,
80122,Bouquemaison,32,80,200070951, 241    , 8    , -    , -    , -    , 1    , -    ,
55064,Bouquemont,44,55,200066140, 67    , 2    , -    , -    , -    , 1    , -    ,
30048,Bouquet,76,30,200066918, 198    , 6    , -    , -    , -    , 1    , -    ,
27102,Bouquetot,28,27,200066405, 460    , 14    , -    , -    , -    , 1    , -    ,
95094,Bouqueval,11,95,200055655, 137    , 10    , -    ,SFR0 , -    , 1    , -    ,
10053,Bouranton,44,10,200069250, 230    , 5    , -    , -    , -    , 1    , -    ,
91095,Bouray-sur-Juine,11,91,249100553, 909    , 34    , -    , -    , -    , -    , -    ,
68045,Bourbach-le-Bas,44,68,200036465, 269    , 11    , -    , -    , -    , 1    , 1    ,
68046,Bourbach-le-Haut,44,68,200036465, 218    , 8    , -    , -    , -    , 1    , 1    ,
21094,Bourberain,27,21,200072825, 168    , 4    , -    , -    , -    , 1    , -    ,
70086,Bourbévelle,27,70,200036150, 56    , -    , -    , -    , -    , 1    , -    ,
03036,Bourbon-l'Archambault,84,03,200071496, 1 536    , 90    , -    , -    , -    , -    , -    ,ATHD
71047,Bourbon-Lancy,27,71,200070316, 3 065    , 144    , -    , -    , -    , -    , -    ,
52060,Bourbonne-les-Bains,44,52,200070332, 2 263    , 108    , -    , -    , -    , -    , -    ,
59094,Bourbourg,32,59,245900428, 3 153    , 136    , -    ,FRTE , -    , -    , -    ,
22013,Bourbriac,53,22,200067981, 1 335    , 65    , -    , -    , -    , 1    , -    ,THDB
17058,Bourcefranc-le-Chapus,75,17,241700699, 2 152    , 124    , -    , -    , -    , -    , -    ,
08077,Bourcq,44,08,240800920, 32    , 3    , -    , -    , -    , 1    , -    ,
76132,Bourdainville,28,76,200069847, 194    , 7    , -    , -    , -    , 1    , -    ,
40052,Bourdalat,75,40,244000774, 111    , 7    , -    , -    , -    , 1    , -    ,
73050,Bourdeau,84,73,200068674, 301    , 13    , -    ,FRTE , -    , -    , 1    ,
26056,Bourdeaux,84,26,242600492, 483    , 31    , -    , -    , -    , 1    , 1    ,
24055,Bourdeilles,75,24,200041572, 463    , 13    , -    , -    , -    , 1    , -    ,
33066,Bourdelles,75,33,200044394, 60    , 3    , -    , -    , -    , 1    , -    ,
10054,Bourdenay,44,10,241000488, 96    , 1    , -    , -    , -    , 1    , -    ,
64145,Bourdettes,75,64,246401756, 200    , 11    , -    , -    , -    , -    , -    ,
30049,Bourdic,76,30,200034379, 215    , 18    , -    , -    , -    , 1    , -    ,
80123,Bourdon,32,80,200071223, 154    , 7    , -    , -    , -    , 1    , -    ,
57099,Bourdonnay,44,57,245701206, 123    , 5    , -    , -    , -    , 1    , -    ,
78096,Bourdonné,11,78,247800550, 284    , 14    , -    , -    , 1    , 1    , -    ,
52061,Bourdons-sur-Rognon,44,52,200069664, 175    , 3    , -    , -    , -    , 1    , -    ,
62162,Bourecq,32,62,200072460, 250    , 8    , -    , -    , -    , -    , -    ,
02105,Bouresches,32,02,200072031, 88    , 4    , -    , -    , -    , 1    , -    ,
86034,Bouresse,75,86,200070043, 384    , 13    , -    , -    , -    , 1    , -    ,
62163,Bouret-sur-Canche,32,62,200069672, 124    , 4    , -    , -    , -    , 1    , -    ,
55065,Boureuilles,44,55,200066116, 71    , 4    , -    , -    , -    , 1    , -    ,
33067,Bourg,75,33,243301223, 1 317    , 74    , -    , -    , -    , -    , -    ,
52062,Bourg,44,52,200072999, 85    , 4    , -    , -    , -    , 1    , -    ,
27103,Bourg-Achard,28,27,200066405, 1 538    , 156    , -    , -    , -    , -    , -    ,
86035,Bourg-Archambault,75,86,200070043, 149    , 6    , -    , -    , -    , 1    , -    ,
42023,Bourg-Argental,84,42,244200622, 1 587    , 75    , -    , -    , -    , -    , 1    ,THD4
27104,Bourg-Beaudouin,28,27,200070142, 281    , 14    , -    , -    , -    , 1    , -    ,
29015,Bourg-Blanc,53,29,242900553, 1 392    , 87    , -    , -    , -    , -    , -    ,
67059,Bourg-Bruche,44,67,246700306, 317    , 7    , -    , -    , -    , 1    , 1    ,
16056,Bourg-Charente,75,16,200070514, 385    , 33    , -    , -    , -    , 1    , -    ,
31081,Bourg-d'Oueil,76,31,200072635, 44    , 4    , -    , -    , -    , 1    , 1    ,
65105,Bourg-de-Bigorre,76,65,200070787, 129    , 4    , -    , -    , 1    , 1    , 1    ,
26057,Bourg-de-Péage,84,26,200068781, 5 214    , 342    , -    ,FRTE , -    , -    , -    ,FRTE
39070,Bourg-de-Sirod,27,39,200069623, 54    , 3    , -    , -    , -    , 1    , 1    ,
82022,Bourg-de-Visa,76,82,200040418, 294    , 10    , -    , -    , -    , 1    , -    ,
35033,Bourg-des-Comptes,53,35,200043990, 1 336    , 58    , -    , -    , -    , 1    , -    ,
24057,Bourg-des-Maisons,75,24,200040400, 49    , 3    , -    , -    , -    , 1    , -    ,
24058,Bourg-du-Bost,75,24,200040400, 145    , 6    , -    , -    , -    , 1    , -    ,
01053,Bourg-en-Bresse,84,01,200071751, 22 946    , 1 767    , -    ,FRTE , -    , -    , -    ,FRTE-SIEA
02106,Bourg-et-Comin,32,02,240200592, 337    , 14    , -    , -    , -    , 1    , -    ,
08078,Bourg-Fidèle,44,08,200067759, 392    , 13    , -    , -    , -    , 1    , -    ,
49038,Bourg-l'Évêque,52,49,244900809, 124    , 3    , -    , -    , -    , 1    , -    ,
92014,Bourg-la-Reine,11,92,200054781, 9 720    , 476    , 1    , -    , -    , -    , -    ,CO92-FRTE
63048,Bourg-Lastic,84,63,200071215, 607    , 36    , -    , -    , -    , 1    , 1    ,
71048,Bourg-le-Comte,27,71,247100639, 118    , 2    , -    , -    , -    , 1    , -    ,
72043,Bourg-le-Roi,52,72,200072700, 184    , 2    , -    , -    , -    , 1    , -    ,
26058,Bourg-lès-Valence,84,26,200068781, 9 433    , 480    , -    ,FRTE , -    , -    , -    ,FRTE
66025,Bourg-Madame,76,66,246600399, 1 119    , 62    , -    , -    , -    , -    , 1    ,
07042,Bourg-Saint-Andéol,84,07,240700864, 3 677    , 171    , -    , -    , -    , -    , -    ,
31082,Bourg-Saint-Bernard,76,31,200071298, 436    , 18    , -    , -    , -    , 1    , -    ,
01054,Bourg-Saint-Christophe,84,01,240100883, 498    , 14    , -    , -    , -    , -    , -    ,SIEA
73054,Bourg-Saint-Maurice,84,73,247300254, 12 393    , 498    , -    , -    , -    , -    , 1    ,
52063,Bourg-Sainte-Marie,44,52,200069664, 70    , 2    , -    , -    , -    , 1    , -    ,
90016,Bourg-sous-Châtelet,27,90,200069060, 46    , 1    , -    , -    , 1    , 1    , -    ,
57098,Bourgaltroff,44,57,245701206, 112    , 10    , -    , -    , -    , 1    , -    ,
23030,Bourganeuf,75,23,200067189, 1 648    , 130    , -    , -    , -    , -    , -    ,
35032,Bourgbarré,53,35,243500139, 1 395    , 72    , -    ,SFR0 , -    , -    , -    ,
14091,Bourgeauville,28,14,241400878, 103    , 5    , -    , -    , -    , 1    , -    ,DSP1
18033,Bourges,24,18,241800507, 38 083    , 2 135    , -    ,FRTE , -    , -    , -    ,FRTE
73052,Bourget-en-Huile,84,73,200041010, 138    , 5    , -    , -    , -    , 1    , 1    ,
67060,Bourgheim,44,67,200034270, 245    , 11    , -    , -    , -    , 1    , -    ,
59096,Bourghelles,32,59,200041960, 629    , 19    , -    , -    , -    , -    , -    ,THD5
24059,Bourgnac,75,24,200069094, 202    , 2    , -    , -    , -    , 1    , -    ,
17059,Bourgneuf,75,17,241700434, 486    , 16    , -    , -    , -    , 1    , -    ,
73053,Bourgneuf,84,73,200041010, 282    , 16    , -    , -    , -    , 1    , -    ,
51075,Bourgogne-Fresne,44,51,200067213, 567    , 33    , -    , -    , -    , 1    , -    ,
38053,Bourgoin-Jallieu,84,38,243800604, 13 883    , 1 171    , -    ,SFR0 , -    , -    , -    ,FRTE
53040,Bourgon,52,53,245300306, 296    , 10    , -    , -    , -    , 1    , -    ,
47035,Bourgougnague,75,47,244700464, 138    , 6    , -    , -    , -    , 1    , -    ,
48099,Bourgs sur Colagne,76,48,244800470, 1 065    , 38    , -    , -    , -    , 1    , 1    ,
14092,Bourguébus,28,14,200065597, 619    , 95    , -    , -    , -    , 1    , -    ,
37031,Bourgueil,24,37,200072981, 2 094    , 126    , -    , -    , -    , -    , -    ,
50069,Bourguenolles,28,50,200043354, 153    , 7    , -    , -    , -    , 1    , -    ,
25082,Bourguignon,27,25,200065647, 412    , 13    , -    , -    , -    , -    , -    ,
70087,Bourguignon-lès-Conflans,27,70,200041879, 74    , 3    , -    , -    , -    , 1    , -    ,
70088,Bourguignon-lès-la-Charité,27,70,247000698, 65    , 3    , -    , -    , -    , 1    , -    ,
70089,Bourguignon-lès-Morey,27,70,200036150, 60    , 1    , -    , -    , -    , 1    , -    ,
02107,Bourguignon-sous-Coucy,32,02,200071769, 40    , 2    , -    , -    , -    , 1    , -    ,
02108,Bourguignon-sous-Montbavin,32,02,200071769, 71    , 2    , -    , -    , -    , 1    , -    ,
10055,Bourguignons,44,10,200069003, 141    , 9    , -    , -    , -    , 1    , -    ,
50546,Bourgvallées,28,50,200066389, 1 242    , 37    , -    , -    , -    , 1    , -    ,
71050,Bourgvilain,27,71,200071645, 177    , 5    , -    , -    , -    , 1    , 1    ,
33068,Bourideys,75,33,200043974, 59    , 10    , -    , -    , -    , 1    , -    ,
11045,Bouriège,76,11,200071926, 102    , 7    , -    , -    , -    , 1    , 1    ,
11046,Bourigeole,76,11,200071926, 29    , 1    , -    , -    , -    , 1    , 1    ,
65106,Bourisp,76,65,246500573, 272    , 6    , -    , -    , -    , 1    , 1    ,
47036,Bourlens,75,47,200068930, 196    , 8    , -    , -    , -    , 1    , -    ,
62164,Bourlon,32,62,200044048, 514    , 18    , -    , -    , -    , 1    , -    ,THD5
52064,Bourmont-entre-Meuse-et-Mouzon,44,52,200069664, 344    , 21    , -    , -    , -    , 1    , -    ,
27106,Bournainville-Faverolles,28,27,200066017, 209    , 6    , -    , -    , -    , 1    , -    ,
37032,Bournan,24,37,200071587, 153    , 5    , -    , -    , -    , 1    , -    ,
86036,Bournand,75,86,248600447, 408    , 10    , -    , -    , -    , 1    , -    ,
12031,Bournazel,76,12,241200625, 202    , 5    , -    , -    , -    , 1    , 1    ,
81035,Bournazel,76,81,200034064, 111    , 2    , -    , -    , -    , 1    , -    ,
85033,Bourneau,52,85,200071934, 382    , 11    , -    , -    , -    , 1    , -    ,
47037,Bournel,75,47,200036523, 157    , 7    , -    , -    , -    , 1    , -    ,
27107,Bourneville-Sainte-Croix,28,27,200066405, 579    , 33    , -    , -    , -    , 1    , -    ,
85034,Bournezeau,52,85,248500340, 1 503    , 75    , -    , -    , -    , 1    , -    ,
24060,Bourniquel,75,24,200034833, 56    , 2    , -    , -    , -    , 1    , -    ,
25083,Bournois,27,25,200068294, 97    , 2    , -    , -    , -    , 1    , -    ,
43038,Bournoncle-Saint-Pierre,84,43,244301032, 603    , 18    , -    , -    , -    , -    , -    ,ATHD
62165,Bournonville,32,62,200018083, 98    , 3    , -    , -    , -    , 1    , -    ,
64146,Bournos,75,64,200067239, 133    , 9    , -    , -    , -    , 1    , -    ,
90017,Bourogne,27,90,200069052, 706    , 29    , -    ,FRTE , -    , -    , -    ,
47038,Bourran,75,47,200068922, 293    , 39    , -    , -    , -    , 1    , -    ,
65107,Bourréac,76,65,200069300, 53    , 3    , -    , -    , 1    , -    , 1    ,
