Réseaux en fibre optique jusqu'à l'abonné (FttH),,,,
Déploiement par Commune,,,,
,,,,
,,,,
Code commune,Champ,T3 2017,T4 2017,T1 2018
67429,Catégorie,0,0,0
67430,Locaux Raccordables,0,0,0
67430,Catégorie,0,0,0
67432,Locaux Raccordables,0,0,0
67432,Catégorie,0,0,0
67433,Locaux Raccordables,0,0,0
67433,Catégorie,0,0,0
67434,Locaux Raccordables,0,0,0
67434,Catégorie,0,0,0
67435,Locaux Raccordables,0,0,0
67435,Catégorie,0,0,0
67436,Locaux Raccordables,0,0,0
67436,Catégorie,0,0,0
67437,Locaux Raccordables,0,0,0
67437,Catégorie,0,0,0
67438,Locaux Raccordables,0,0,0
67438,Catégorie,0,0,0
67440,Locaux Raccordables,0,263,263
67440,Catégorie,0,80,80
67441,Locaux Raccordables,0,0,0
67441,Catégorie,0,0,0
67442,Locaux Raccordables,0,0,0
67442,Catégorie,0,0,0
67443,Locaux Raccordables,0,0,0
67443,Catégorie,0,0,0
67444,Locaux Raccordables,0,0,0
67444,Catégorie,0,0,0
67445,Locaux Raccordables,0,0,0
67445,Catégorie,0,0,0
67446,Locaux Raccordables,0,0,0
67446,Catégorie,0,0,0
67447,Locaux Raccordables,12538,13018,13524
67447,Catégorie,50,50,50
67448,Locaux Raccordables,0,0,0
67448,Catégorie,0,0,0
67449,Locaux Raccordables,0,0,0
67449,Catégorie,0,0,0
67450,Locaux Raccordables,0,0,0
67450,Catégorie,0,0,0
67451,Locaux Raccordables,0,0,0
67451,Catégorie,0,0,0
67452,Locaux Raccordables,0,0,0
67452,Catégorie,0,0,0
67453,Locaux Raccordables,0,0,0
67453,Catégorie,0,0,0
67454,Locaux Raccordables,0,0,0
67454,Catégorie,0,0,0
67455,Locaux Raccordables,0,0,0
67455,Catégorie,0,0,0
67456,Locaux Raccordables,0,0,0
67456,Catégorie,0,0,0
67458,Locaux Raccordables,0,0,0
67458,Catégorie,0,0,0
67459,Locaux Raccordables,0,0,291
67459,Catégorie,0,0,80
67460,Locaux Raccordables,0,0,0
67460,Catégorie,0,0,0
67461,Locaux Raccordables,0,0,0
67461,Catégorie,0,0,0
67462,Locaux Raccordables,2373,2544,3113
67462,Catégorie,10,10,25
67463,Locaux Raccordables,0,3,3
67463,Catégorie,0,5,5
67464,Locaux Raccordables,409,414,420
67464,Catégorie,80,80,80
67465,Locaux Raccordables,0,0,0
67465,Catégorie,0,0,0
67466,Locaux Raccordables,0,160,160
67466,Catégorie,0,50,50
67467,Locaux Raccordables,0,0,74
67467,Catégorie,0,0,25
67468,Locaux Raccordables,0,0,0
67468,Catégorie,0,0,0
67470,Locaux Raccordables,0,0,0
67470,Catégorie,0,0,0
67471,Locaux Raccordables,0,0,267
67471,Catégorie,0,0,5
67472,Locaux Raccordables,0,0,0
67472,Catégorie,0,0,0
67473,Locaux Raccordables,0,0,0
67473,Catégorie,0,0,0
67474,Locaux Raccordables,0,0,0
67474,Catégorie,0,0,0
67475,Locaux Raccordables,0,0,0
67475,Catégorie,0,0,0
67476,Locaux Raccordables,0,0,0
67476,Catégorie,0,0,0
67477,Locaux Raccordables,0,0,0
67477,Catégorie,0,0,0
67478,Locaux Raccordables,0,0,0
67478,Catégorie,0,0,0
67479,Locaux Raccordables,0,272,276
67479,Catégorie,0,80,80
67480,Locaux Raccordables,0,0,0
67480,Catégorie,0,0,0
67481,Locaux Raccordables,0,0,0
67481,Catégorie,0,0,0
67482,Locaux Raccordables,90241,96266,101421
67482,Catégorie,50,50,50
67483,Locaux Raccordables,0,0,0
67483,Catégorie,0,0,0
67484,Locaux Raccordables,0,0,0
67484,Catégorie,0,0,0
67485,Locaux Raccordables,0,0,0
67485,Catégorie,0,0,0
67486,Locaux Raccordables,0,0,0
67486,Catégorie,0,0,0
67487,Locaux Raccordables,0,0,0
67487,Catégorie,0,0,0
67488,Locaux Raccordables,0,0,0
67488,Catégorie,0,0,0
67489,Locaux Raccordables,0,0,0
67489,Catégorie,0,0,0
67490,Locaux Raccordables,0,0,0
67490,Catégorie,0,0,0
67491,Locaux Raccordables,0,0,0
67491,Catégorie,0,0,0
67492,Locaux Raccordables,0,0,0
67492,Catégorie,0,0,0
67493,Locaux Raccordables,0,0,0
67493,Catégorie,0,0,0
67494,Locaux Raccordables,0,239,239
67494,Catégorie,0,80,80
67495,Locaux Raccordables,0,0,0
67495,Catégorie,0,0,0
67497,Locaux Raccordables,0,0,284
67497,Catégorie,0,0,80
67498,Locaux Raccordables,0,0,271
67498,Catégorie,0,0,80
67499,Locaux Raccordables,0,0,0
67499,Catégorie,0,0,0
67500,Locaux Raccordables,0,0,0
67500,Catégorie,0,0,0
67501,Locaux Raccordables,0,0,0
67501,Catégorie,0,0,0
67502,Locaux Raccordables,0,0,0
67502,Catégorie,0,0,0
67503,Locaux Raccordables,0,0,0
67503,Catégorie,0,0,0
67504,Locaux Raccordables,0,0,0
67504,Catégorie,0,0,0
67505,Locaux Raccordables,0,0,0
67505,Catégorie,0,0,0
67506,Locaux Raccordables,0,0,0
67506,Catégorie,0,0,0
67507,Locaux Raccordables,0,0,0
67507,Catégorie,0,0,0
67508,Locaux Raccordables,0,0,0
67508,Catégorie,0,0,0
67509,Locaux Raccordables,0,0,0
67509,Catégorie,0,0,0
67510,Locaux Raccordables,0,0,0
67510,Catégorie,0,0,0
67511,Locaux Raccordables,0,0,0
67511,Catégorie,0,0,0
67513,Locaux Raccordables,0,0,0
67513,Catégorie,0,0,0
67514,Locaux Raccordables,0,0,0
67514,Catégorie,0,0,0
67515,Locaux Raccordables,0,0,0
67515,Catégorie,0,0,0
67516,Locaux Raccordables,0,0,0
67516,Catégorie,0,0,0
67517,Locaux Raccordables,0,0,0
67517,Catégorie,0,0,0
67519,Locaux Raccordables,0,0,0
67519,Catégorie,0,0,0
67520,Locaux Raccordables,0,0,0
67520,Catégorie,0,0,0
67521,Locaux Raccordables,0,0,0
67521,Catégorie,0,0,0
67522,Locaux Raccordables,0,0,0
67522,Catégorie,0,0,0
67523,Locaux Raccordables,0,0,0
67523,Catégorie,0,0,0
67524,Locaux Raccordables,0,0,0
67524,Catégorie,0,0,0
67525,Locaux Raccordables,0,0,0
67525,Catégorie,0,0,0
67526,Locaux Raccordables,0,0,0
67526,Catégorie,0,0,0
67527,Locaux Raccordables,0,0,132
67527,Catégorie,0,0,80
67528,Locaux Raccordables,0,0,150
67528,Catégorie,0,0,50
67529,Locaux Raccordables,0,0,0
67529,Catégorie,0,0,0
67530,Locaux Raccordables,0,0,0
67530,Catégorie,0,0,0
67531,Locaux Raccordables,0,0,0
67531,Catégorie,0,0,0
67532,Locaux Raccordables,0,0,0
67532,Catégorie,0,0,0
67534,Locaux Raccordables,0,0,0
67534,Catégorie,0,0,0
67535,Locaux Raccordables,0,0,0
67535,Catégorie,0,0,0
67536,Locaux Raccordables,0,0,0
67536,Catégorie,0,0,0
67537,Locaux Raccordables,0,0,0
67537,Catégorie,0,0,0
67538,Locaux Raccordables,0,0,0
67538,Catégorie,0,0,0
67539,Locaux Raccordables,0,0,0
67539,Catégorie,0,0,0
67540,Locaux Raccordables,0,0,0
67540,Catégorie,0,0,0
67541,Locaux Raccordables,0,272,272
67541,Catégorie,0,80,80
67542,Locaux Raccordables,0,0,0
67542,Catégorie,0,0,0
67543,Locaux Raccordables,0,0,0
67543,Catégorie,0,0,0
67544,Locaux Raccordables,0,1043,1696
67544,Catégorie,0,10,25
67545,Locaux Raccordables,0,0,0
67545,Catégorie,0,0,0
67546,Locaux Raccordables,0,0,0
67546,Catégorie,0,0,0
67547,Locaux Raccordables,0,0,0
67547,Catégorie,0,0,0
67548,Locaux Raccordables,0,0,0
67548,Catégorie,0,0,0
67550,Locaux Raccordables,0,0,0
67550,Catégorie,0,0,0
67551,Locaux Raccordables,746,1110,1324
67551,Catégorie,25,50,50
67552,Locaux Raccordables,0,0,0
67552,Catégorie,0,0,0
67553,Locaux Raccordables,0,0,116
67553,Catégorie,0,0,80
67554,Locaux Raccordables,0,0,0
67554,Catégorie,0,0,0
67555,Locaux Raccordables,0,0,0
67555,Catégorie,0,0,0
67556,Locaux Raccordables,0,0,0
67556,Catégorie,0,0,0
67557,Locaux Raccordables,0,0,0
67557,Catégorie,0,0,0
67558,Locaux Raccordables,0,0,0
67558,Catégorie,0,0,0
67559,Locaux Raccordables,0,0,0
67559,Catégorie,0,0,0
68001,Locaux Raccordables,0,0,0
68001,Catégorie,0,0,0
68002,Locaux Raccordables,0,0,0
68002,Catégorie,0,0,0
68004,Locaux Raccordables,0,0,0
68004,Catégorie,0,0,0
68005,Locaux Raccordables,0,66,74
68005,Catégorie,0,5,5
68006,Locaux Raccordables,0,0,0
68006,Catégorie,0,0,0
68007,Locaux Raccordables,0,0,0
68007,Catégorie,0,0,0
68008,Locaux Raccordables,0,0,0
68008,Catégorie,0,0,0
68009,Locaux Raccordables,0,0,0
68009,Catégorie,0,0,0
68010,Locaux Raccordables,0,0,0
68010,Catégorie,0,0,0
68011,Locaux Raccordables,0,0,501
68011,Catégorie,0,0,80
68012,Locaux Raccordables,0,0,145
68012,Catégorie,0,0,10
68013,Locaux Raccordables,0,0,0
68013,Catégorie,0,0,0
68014,Locaux Raccordables,0,0,0
68014,Catégorie,0,0,0
68015,Locaux Raccordables,0,0,0
68015,Catégorie,0,0,0
68016,Locaux Raccordables,0,0,0
68016,Catégorie,0,0,0
68017,Locaux Raccordables,0,0,0
68017,Catégorie,0,0,0
68018,Locaux Raccordables,0,0,0
68018,Catégorie,0,0,0
68019,Locaux Raccordables,0,0,0
68019,Catégorie,0,0,0
68020,Locaux Raccordables,0,0,0
68020,Catégorie,0,0,0
68021,Locaux Raccordables,0,0,0
68021,Catégorie,0,0,0
68022,Locaux Raccordables,0,0,0
68022,Catégorie,0,0,0
68023,Locaux Raccordables,0,0,0
68023,Catégorie,0,0,0
68024,Locaux Raccordables,0,0,0
68024,Catégorie,0,0,0
68025,Locaux Raccordables,0,0,0
68025,Catégorie,0,0,0
68026,Locaux Raccordables,0,0,0
68026,Catégorie,0,0,0
68027,Locaux Raccordables,0,0,160
68027,Catégorie,0,0,80
68028,Locaux Raccordables,0,0,0
68028,Catégorie,0,0,0
68029,Locaux Raccordables,0,0,0
68029,Catégorie,0,0,0
68030,Locaux Raccordables,0,0,0
68030,Catégorie,0,0,0
68032,Locaux Raccordables,0,0,0
68032,Catégorie,0,0,0
68033,Locaux Raccordables,0,0,0
68033,Catégorie,0,0,0
68034,Locaux Raccordables,0,0,0
68034,Catégorie,0,0,0
68035,Locaux Raccordables,0,0,0
68035,Catégorie,0,0,0
68036,Locaux Raccordables,0,0,0
68036,Catégorie,0,0,0
68037,Locaux Raccordables,0,0,0
68037,Catégorie,0,0,0
68038,Locaux Raccordables,0,0,0
68038,Catégorie,0,0,0
68039,Locaux Raccordables,0,0,0
68039,Catégorie,0,0,0
68040,Locaux Raccordables,0,0,0
68040,Catégorie,0,0,0
68041,Locaux Raccordables,0,0,0
68041,Catégorie,0,0,0
68042,Locaux Raccordables,0,0,0
68042,Catégorie,0,0,0
68043,Locaux Raccordables,0,0,0
68043,Catégorie,0,0,0
68044,Locaux Raccordables,0,0,0
68044,Catégorie,0,0,0
68045,Locaux Raccordables,0,0,0
68045,Catégorie,0,0,0
68046,Locaux Raccordables,0,0,0
68046,Catégorie,0,0,0
68049,Locaux Raccordables,0,0,0
68049,Catégorie,0,0,0
68050,Locaux Raccordables,0,0,0
68050,Catégorie,0,0,0
68051,Locaux Raccordables,0,0,0
68051,Catégorie,0,0,0
68052,Locaux Raccordables,0,0,0
68052,Catégorie,0,0,0
68054,Locaux Raccordables,0,0,0
68054,Catégorie,0,0,0
68055,Locaux Raccordables,0,0,0
68055,Catégorie,0,0,0
68056,Locaux Raccordables,0,0,0
68056,Catégorie,0,0,0
68057,Locaux Raccordables,0,0,0
68057,Catégorie,0,0,0
68058,Locaux Raccordables,0,0,0
68058,Catégorie,0,0,0
68059,Locaux Raccordables,0,0,0
68059,Catégorie,0,0,0
68060,Locaux Raccordables,0,0,0
68060,Catégorie,0,0,0
68061,Locaux Raccordables,0,533,579
68061,Catégorie,0,80,80
68062,Locaux Raccordables,0,0,0
68062,Catégorie,0,0,0
68063,Locaux Raccordables,0,0,0
68063,Catégorie,0,0,0
68064,Locaux Raccordables,0,0,0
68064,Catégorie,0,0,0
68065,Locaux Raccordables,0,0,0
68065,Catégorie,0,0,0
68066,Locaux Raccordables,2092,2812,3652
68066,Catégorie,5,5,5
68067,Locaux Raccordables,0,0,0
68067,Catégorie,0,0,0
68068,Locaux Raccordables,0,0,0
68068,Catégorie,0,0,0
68069,Locaux Raccordables,0,0,0
68069,Catégorie,0,0,0
68071,Locaux Raccordables,0,140,140
68071,Catégorie,0,80,80
68072,Locaux Raccordables,0,0,0
68072,Catégorie,0,0,0
68073,Locaux Raccordables,0,0,0
68073,Catégorie,0,0,0
68074,Locaux Raccordables,0,0,0
68074,Catégorie,0,0,0
68075,Locaux Raccordables,0,0,0
68075,Catégorie,0,0,0
68076,Locaux Raccordables,0,0,0
68076,Catégorie,0,0,0
68077,Locaux Raccordables,0,0,0
68077,Catégorie,0,0,0
68078,Locaux Raccordables,874,1079,1114
68078,Catégorie,50,80,80
68079,Locaux Raccordables,0,0,0
68079,Catégorie,0,0,0
68080,Locaux Raccordables,0,0,0
68080,Catégorie,0,0,0
68081,Locaux Raccordables,0,0,0
68081,Catégorie,0,0,0
68082,Locaux Raccordables,0,0,0
68082,Catégorie,0,0,0
68083,Locaux Raccordables,0,0,0
68083,Catégorie,0,0,0
68084,Locaux Raccordables,0,0,0
68084,Catégorie,0,0,0
68085,Locaux Raccordables,0,168,169
68085,Catégorie,0,80,80
68086,Locaux Raccordables,0,90,90
68086,Catégorie,0,80,80
68087,Locaux Raccordables,0,0,0
68087,Catégorie,0,0,0
68088,Locaux Raccordables,0,0,0
68088,Catégorie,0,0,0
68089,Locaux Raccordables,0,0,0
68089,Catégorie,0,0,0
68090,Locaux Raccordables,0,0,0
68090,Catégorie,0,0,0
68091,Locaux Raccordables,0,0,0
68091,Catégorie,0,0,0
68092,Locaux Raccordables,0,0,0
68092,Catégorie,0,0,0
68093,Locaux Raccordables,0,0,0
68093,Catégorie,0,0,0
68094,Locaux Raccordables,0,0,0
68094,Catégorie,0,0,0
68095,Locaux Raccordables,0,0,0
68095,Catégorie,0,0,0
68096,Locaux Raccordables,0,0,146
68096,Catégorie,0,0,80
68097,Locaux Raccordables,0,0,0
68097,Catégorie,0,0,0
68098,Locaux Raccordables,0,0,0
68098,Catégorie,0,0,0
68099,Locaux Raccordables,0,0,0
68099,Catégorie,0,0,0
68100,Locaux Raccordables,0,0,0
68100,Catégorie,0,0,0
68101,Locaux Raccordables,0,0,0
68101,Catégorie,0,0,0
68102,Locaux Raccordables,0,0,0
68102,Catégorie,0,0,0
68103,Locaux Raccordables,0,0,0
68103,Catégorie,0,0,0
68104,Locaux Raccordables,0,0,0
68104,Catégorie,0,0,0
68105,Locaux Raccordables,0,130,130
68105,Catégorie,0,80,80
68106,Locaux Raccordables,0,0,0
68106,Catégorie,0,0,0
68107,Locaux Raccordables,0,0,0
68107,Catégorie,0,0,0
68109,Locaux Raccordables,0,0,0
68109,Catégorie,0,0,0
68110,Locaux Raccordables,0,0,0
68110,Catégorie,0,0,0
68111,Locaux Raccordables,0,0,0
68111,Catégorie,0,0,0
68112,Locaux Raccordables,0,0,0
68112,Catégorie,0,0,0
68113,Locaux Raccordables,0,0,0
68113,Catégorie,0,0,0
68114,Locaux Raccordables,0,0,0
68114,Catégorie,0,0,0
68115,Locaux Raccordables,0,0,0
68115,Catégorie,0,0,0
68116,Locaux Raccordables,353,353,353
68116,Catégorie,80,80,80
68117,Locaux Raccordables,0,0,0
68117,Catégorie,0,0,0
68118,Locaux Raccordables,0,0,0
68118,Catégorie,0,0,0
68119,Locaux Raccordables,0,0,0
68119,Catégorie,0,0,0
68120,Locaux Raccordables,0,1,1
68120,Catégorie,0,5,5
68121,Locaux Raccordables,0,0,0
68121,Catégorie,0,0,0
68122,Locaux Raccordables,0,0,0
68122,Catégorie,0,0,0
68123,Locaux Raccordables,0,0,0
68123,Catégorie,0,0,0
68124,Locaux Raccordables,0,0,0
68124,Catégorie,0,0,0
68125,Locaux Raccordables,0,204,205
68125,Catégorie,0,80,80
68126,Locaux Raccordables,0,52,51
68126,Catégorie,0,5,5
68127,Locaux Raccordables,0,0,0
68127,Catégorie,0,0,0
68128,Locaux Raccordables,0,0,0
68128,Catégorie,0,0,0
68129,Locaux Raccordables,0,0,0
68129,Catégorie,0,0,0
68130,Locaux Raccordables,0,0,0
68130,Catégorie,0,0,0
68131,Locaux Raccordables,0,0,43
68131,Catégorie,0,0,50
68132,Locaux Raccordables,0,0,0
68132,Catégorie,0,0,0
68134,Locaux Raccordables,0,0,0
68134,Catégorie,0,0,0
68135,Locaux Raccordables,0,1254,1320
68135,Catégorie,0,80,80
68136,Locaux Raccordables,0,0,0
68136,Catégorie,0,0,0
68137,Locaux Raccordables,0,0,0
68137,Catégorie,0,0,0
68138,Locaux Raccordables,0,0,0
68138,Catégorie,0,0,0
68139,Locaux Raccordables,0,0,0
68139,Catégorie,0,0,0
68140,Locaux Raccordables,0,0,0
68140,Catégorie,0,0,0
68141,Locaux Raccordables,0,0,0
68141,Catégorie,0,0,0
68142,Locaux Raccordables,0,0,0
68142,Catégorie,0,0,0
68143,Locaux Raccordables,0,0,0
68143,Catégorie,0,0,0
68144,Locaux Raccordables,0,0,0
68144,Catégorie,0,0,0
68145,Locaux Raccordables,869,1864,2114
68145,Catégorie,25,50,50
68146,Locaux Raccordables,0,0,0
68146,Catégorie,0,0,0
68147,Locaux Raccordables,0,0,0
68147,Catégorie,0,0,0
68148,Locaux Raccordables,0,0,0
68148,Catégorie,0,0,0
68149,Locaux Raccordables,0,0,0
68149,Catégorie,0,0,0
68150,Locaux Raccordables,270,273,273
68150,Catégorie,80,80,80
68151,Locaux Raccordables,0,0,0
68151,Catégorie,0,0,0
68152,Locaux Raccordables,0,0,0
68152,Catégorie,0,0,0
68153,Locaux Raccordables,0,0,0
68153,Catégorie,0,0,0
68154,Locaux Raccordables,1997,2528,3861
68154,Catégorie,25,25,50
68155,Locaux Raccordables,0,0,0
68155,Catégorie,0,0,0
68156,Locaux Raccordables,0,0,0
68156,Catégorie,0,0,0
68157,Locaux Raccordables,0,0,0
68157,Catégorie,0,0,0
68158,Locaux Raccordables,0,0,238
68158,Catégorie,0,0,80
68159,Locaux Raccordables,0,0,0
68159,Catégorie,0,0,0
68160,Locaux Raccordables,0,0,0
68160,Catégorie,0,0,0
68161,Locaux Raccordables,0,241,279
68161,Catégorie,0,50,80
68162,Locaux Raccordables,0,0,0
68162,Catégorie,0,0,0
68163,Locaux Raccordables,0,0,0
68163,Catégorie,0,0,0
68165,Locaux Raccordables,0,0,0
68165,Catégorie,0,0,0
68166,Locaux Raccordables,617,1640,2321
68166,Catégorie,5,25,25
68167,Locaux Raccordables,0,0,0
68167,Catégorie,0,0,0
68168,Locaux Raccordables,0,0,0
68168,Catégorie,0,0,0
68169,Locaux Raccordables,0,0,0
68169,Catégorie,0,0,0
68170,Locaux Raccordables,0,0,247
68170,Catégorie,0,0,80
68171,Locaux Raccordables,0,0,0
68171,Catégorie,0,0,0
68172,Locaux Raccordables,0,0,0
68172,Catégorie,0,0,0
68173,Locaux Raccordables,0,1049,1190
68173,Catégorie,0,80,80
68174,Locaux Raccordables,0,0,0
68174,Catégorie,0,0,0
68175,Locaux Raccordables,0,0,0
68175,Catégorie,0,0,0
68176,Locaux Raccordables,0,0,0
68176,Catégorie,0,0,0
68177,Locaux Raccordables,0,0,0
68177,Catégorie,0,0,0
68178,Locaux Raccordables,0,0,0
68178,Catégorie,0,0,0
68179,Locaux Raccordables,0,0,0
68179,Catégorie,0,0,0
68180,Locaux Raccordables,0,0,0
68180,Catégorie,0,0,0
68181,Locaux Raccordables,0,0,0
68181,Catégorie,0,0,0
68182,Locaux Raccordables,0,0,0
68182,Catégorie,0,0,0
68183,Locaux Raccordables,0,0,0
68183,Catégorie,0,0,0
68184,Locaux Raccordables,0,0,0
68184,Catégorie,0,0,0
68185,Locaux Raccordables,0,0,0
68185,Catégorie,0,0,0
68186,Locaux Raccordables,0,0,0
68186,Catégorie,0,0,0
68187,Locaux Raccordables,0,0,0
68187,Catégorie,0,0,0
68188,Locaux Raccordables,0,0,0
68188,Catégorie,0,0,0
68189,Locaux Raccordables,0,0,0
68189,Catégorie,0,0,0
68190,Locaux Raccordables,0,0,0
68190,Catégorie,0,0,0
68191,Locaux Raccordables,0,0,0
68191,Catégorie,0,0,0
68192,Locaux Raccordables,0,0,0
68192,Catégorie,0,0,0
68193,Locaux Raccordables,0,0,0
68193,Catégorie,0,0,0
68194,Locaux Raccordables,0,0,0
68194,Catégorie,0,0,0
68195,Locaux Raccordables,1707,2026,2313
68195,Catégorie,50,50,50
68196,Locaux Raccordables,0,0,0
68196,Catégorie,0,0,0
68197,Locaux Raccordables,0,0,173
68197,Catégorie,0,0,80
68198,Locaux Raccordables,0,0,130
68198,Catégorie,0,0,80
68199,Locaux Raccordables,0,0,0
68199,Catégorie,0,0,0
68200,Locaux Raccordables,0,0,0
68200,Catégorie,0,0,0
68201,Locaux Raccordables,0,0,0
68201,Catégorie,0,0,0
68202,Locaux Raccordables,0,0,0
68202,Catégorie,0,0,0
68203,Locaux Raccordables,0,0,0
68203,Catégorie,0,0,0
68204,Locaux Raccordables,0,0,0
68204,Catégorie,0,0,0
68205,Locaux Raccordables,0,473,474
68205,Catégorie,0,80,80
68207,Locaux Raccordables,0,0,0
68207,Catégorie,0,0,0
68208,Locaux Raccordables,0,0,0
68208,Catégorie,0,0,0
68209,Locaux Raccordables,0,0,0
68209,Catégorie,0,0,0
68210,Locaux Raccordables,0,0,0
68210,Catégorie,0,0,0
68211,Locaux Raccordables,0,0,0
68211,Catégorie,0,0,0
68212,Locaux Raccordables,0,0,0
68212,Catégorie,0,0,0
68213,Locaux Raccordables,0,0,0
68213,Catégorie,0,0,0
68214,Locaux Raccordables,0,0,0
68214,Catégorie,0,0,0
68215,Locaux Raccordables,0,0,0
68215,Catégorie,0,0,0
68216,Locaux Raccordables,0,0,0
68216,Catégorie,0,0,0
68217,Locaux Raccordables,0,0,0
68217,Catégorie,0,0,0
68218,Locaux Raccordables,0,0,21
68218,Catégorie,0,0,5
68219,Locaux Raccordables,0,0,0
68219,Catégorie,0,0,0
68221,Locaux Raccordables,0,0,0
68221,Catégorie,0,0,0
68222,Locaux Raccordables,0,0,0
68222,Catégorie,0,0,0
68223,Locaux Raccordables,0,0,0
68223,Catégorie,0,0,0
68224,Locaux Raccordables,35125,35548,36656
68224,Catégorie,50,50,50
68225,Locaux Raccordables,0,0,0
68225,Catégorie,0,0,0
68226,Locaux Raccordables,0,0,0
68226,Catégorie,0,0,0
68227,Locaux Raccordables,0,0,0
68227,Catégorie,0,0,0
68228,Locaux Raccordables,202,206,206
68228,Catégorie,80,80,80
68229,Locaux Raccordables,0,0,0
68229,Catégorie,0,0,0
68230,Locaux Raccordables,0,0,0
68230,Catégorie,0,0,0
68231,Locaux Raccordables,0,0,0
68231,Catégorie,0,0,0
68232,Locaux Raccordables,0,0,0
68232,Catégorie,0,0,0
68234,Locaux Raccordables,0,0,0
68234,Catégorie,0,0,0
68235,Locaux Raccordables,0,0,0
68235,Catégorie,0,0,0
68237,Locaux Raccordables,0,220,280
68237,Catégorie,0,50,80
68238,Locaux Raccordables,0,0,0
68238,Catégorie,0,0,0
68239,Locaux Raccordables,0,0,0
68239,Catégorie,0,0,0
68240,Locaux Raccordables,0,0,0
68240,Catégorie,0,0,0
68241,Locaux Raccordables,0,0,0
68241,Catégorie,0,0,0
68242,Locaux Raccordables,0,0,0
68242,Catégorie,0,0,0
68243,Locaux Raccordables,0,0,0
68243,Catégorie,0,0,0
68244,Locaux Raccordables,0,0,0
68244,Catégorie,0,0,0
68245,Locaux Raccordables,0,0,0
68245,Catégorie,0,0,0
68246,Locaux Raccordables,0,0,0
68246,Catégorie,0,0,0
68247,Locaux Raccordables,0,0,0
68247,Catégorie,0,0,0
68248,Locaux Raccordables,0,0,0
68248,Catégorie,0,0,0
68249,Locaux Raccordables,0,0,0
68249,Catégorie,0,0,0
68250,Locaux Raccordables,0,0,0
68250,Catégorie,0,0,0
68251,Locaux Raccordables,0,0,0
68251,Catégorie,0,0,0
68252,Locaux Raccordables,0,0,0
68252,Catégorie,0,0,0
68253,Locaux Raccordables,0,0,0
68253,Catégorie,0,0,0
68254,Locaux Raccordables,0,0,0
68254,Catégorie,0,0,0
68255,Locaux Raccordables,0,0,0
68255,Catégorie,0,0,0
68256,Locaux Raccordables,3037,3519,3873
68256,Catégorie,50,50,80
68257,Locaux Raccordables,0,0,0
68257,Catégorie,0,0,0
68258,Locaux Raccordables,0,0,0
68258,Catégorie,0,0,0
68259,Locaux Raccordables,0,0,0
68259,Catégorie,0,0,0
68260,Locaux Raccordables,0,0,0
68260,Catégorie,0,0,0
68261,Locaux Raccordables,0,0,0
68261,Catégorie,0,0,0
68262,Locaux Raccordables,0,0,0
68262,Catégorie,0,0,0
68263,Locaux Raccordables,0,0,0
68263,Catégorie,0,0,0
68264,Locaux Raccordables,0,0,0
68264,Catégorie,0,0,0
68265,Locaux Raccordables,0,0,186
68265,Catégorie,0,0,50
68266,Locaux Raccordables,0,1,1
68266,Catégorie,0,5,5
68267,Locaux Raccordables,0,0,0
68267,Catégorie,0,0,0
68268,Locaux Raccordables,0,0,0
68268,Catégorie,0,0,0
68269,Locaux Raccordables,0,0,0
68269,Catégorie,0,0,0
68270,Locaux Raccordables,0,0,0
68270,Catégorie,0,0,0
68271,Locaux Raccordables,258,825,1026
68271,Catégorie,5,10,10
68273,Locaux Raccordables,0,0,0
68273,Catégorie,0,0,0
68274,Locaux Raccordables,0,0,0
68274,Catégorie,0,0,0
68275,Locaux Raccordables,0,0,0
68275,Catégorie,0,0,0
68276,Locaux Raccordables,0,0,0
68276,Catégorie,0,0,0
68277,Locaux Raccordables,0,0,0
68277,Catégorie,0,0,0
68278,Locaux Raccordables,3918,4386,4899
68278,Catégorie,50,50,50
68279,Locaux Raccordables,0,0,0
68279,Catégorie,0,0,0
68280,Locaux Raccordables,0,0,0
68280,Catégorie,0,0,0
68281,Locaux Raccordables,0,0,0
68281,Catégorie,0,0,0
68282,Locaux Raccordables,0,0,0
68282,Catégorie,0,0,0
68283,Locaux Raccordables,0,0,0
68283,Catégorie,0,0,0
68284,Locaux Raccordables,0,0,0
68284,Catégorie,0,0,0
68285,Locaux Raccordables,0,0,0
68285,Catégorie,0,0,0
68286,Locaux Raccordables,0,1076,1145
68286,Catégorie,0,80,80
68287,Locaux Raccordables,0,0,0
68287,Catégorie,0,0,0
68288,Locaux Raccordables,0,0,0
68288,Catégorie,0,0,0
68289,Locaux Raccordables,0,0,0
68289,Catégorie,0,0,0
68290,Locaux Raccordables,369,369,369
68290,Catégorie,80,80,80
68291,Locaux Raccordables,0,0,0
68291,Catégorie,0,0,0
68292,Locaux Raccordables,0,0,0
68292,Catégorie,0,0,0
68293,Locaux Raccordables,0,0,0
68293,Catégorie,0,0,0
68294,Locaux Raccordables,0,0,0
68294,Catégorie,0,0,0
68295,Locaux Raccordables,0,0,0
68295,Catégorie,0,0,0
68296,Locaux Raccordables,0,0,0
68296,Catégorie,0,0,0
68297,Locaux Raccordables,2775,3859,4842
68297,Catégorie,10,25,25
68298,Locaux Raccordables,0,0,0
68298,Catégorie,0,0,0
68299,Locaux Raccordables,0,0,0
68299,Catégorie,0,0,0
68300,Locaux Raccordables,0,0,48
68300,Catégorie,0,0,5
