Réseaux en fibre optique jusqu'à l'abonné (FttH),,,,
Déploiement par Commune,,,,
,,,,
,,,,
Code commune,Champ,T3 2017,T4 2017,T1 2018
11190,Locaux Raccordables,0,0,0
11190,Catégorie,0,0,0
11191,Locaux Raccordables,0,0,0
11191,Catégorie,0,0,0
11192,Locaux Raccordables,0,0,0
11192,Catégorie,0,0,0
11193,Locaux Raccordables,0,0,0
11193,Catégorie,0,0,0
11194,Locaux Raccordables,0,0,0
11194,Catégorie,0,0,0
11195,Locaux Raccordables,0,0,0
11195,Catégorie,0,0,0
11196,Locaux Raccordables,0,0,0
11196,Catégorie,0,0,0
11197,Locaux Raccordables,0,0,0
11197,Catégorie,0,0,0
11198,Locaux Raccordables,0,0,0
11198,Catégorie,0,0,0
11199,Locaux Raccordables,0,0,0
11199,Catégorie,0,0,0
11200,Locaux Raccordables,0,0,0
11200,Catégorie,0,0,0
11201,Locaux Raccordables,0,0,0
11201,Catégorie,0,0,0
11202,Locaux Raccordables,0,0,0
11202,Catégorie,0,0,0
11203,Locaux Raccordables,0,0,0
11203,Catégorie,0,0,0
11204,Locaux Raccordables,0,0,0
11204,Catégorie,0,0,0
11205,Locaux Raccordables,0,0,0
11205,Catégorie,0,0,0
11206,Locaux Raccordables,0,0,0
11206,Catégorie,0,0,0
11207,Locaux Raccordables,0,0,0
11207,Catégorie,0,0,0
11208,Locaux Raccordables,0,0,0
11208,Catégorie,0,0,0
11209,Locaux Raccordables,0,0,0
11209,Catégorie,0,0,0
11210,Locaux Raccordables,0,0,0
11210,Catégorie,0,0,0
11211,Locaux Raccordables,0,0,0
11211,Catégorie,0,0,0
11212,Locaux Raccordables,0,0,0
11212,Catégorie,0,0,0
11213,Locaux Raccordables,0,0,0
11213,Catégorie,0,0,0
11214,Locaux Raccordables,0,0,0
11214,Catégorie,0,0,0
11215,Locaux Raccordables,0,0,0
11215,Catégorie,0,0,0
11216,Locaux Raccordables,0,0,0
11216,Catégorie,0,0,0
11217,Locaux Raccordables,0,0,0
11217,Catégorie,0,0,0
11218,Locaux Raccordables,0,0,0
11218,Catégorie,0,0,0
11219,Locaux Raccordables,0,0,0
11219,Catégorie,0,0,0
11220,Locaux Raccordables,0,0,0
11220,Catégorie,0,0,0
11221,Locaux Raccordables,0,0,0
11221,Catégorie,0,0,0
11222,Locaux Raccordables,0,0,0
11222,Catégorie,0,0,0
11223,Locaux Raccordables,0,0,0
11223,Catégorie,0,0,0
11224,Locaux Raccordables,0,0,0
11224,Catégorie,0,0,0
11225,Locaux Raccordables,0,0,0
11225,Catégorie,0,0,0
11226,Locaux Raccordables,0,0,0
11226,Catégorie,0,0,0
11227,Locaux Raccordables,0,0,0
11227,Catégorie,0,0,0
11228,Locaux Raccordables,0,0,0
11228,Catégorie,0,0,0
11229,Locaux Raccordables,0,0,0
11229,Catégorie,0,0,0
11230,Locaux Raccordables,0,0,0
11230,Catégorie,0,0,0
11231,Locaux Raccordables,0,0,0
11231,Catégorie,0,0,0
11232,Locaux Raccordables,0,0,0
11232,Catégorie,0,0,0
11233,Locaux Raccordables,0,0,0
11233,Catégorie,0,0,0
11234,Locaux Raccordables,0,0,0
11234,Catégorie,0,0,0
11235,Locaux Raccordables,0,0,0
11235,Catégorie,0,0,0
11236,Locaux Raccordables,0,0,0
11236,Catégorie,0,0,0
11238,Locaux Raccordables,0,0,0
11238,Catégorie,0,0,0
11239,Locaux Raccordables,0,0,0
11239,Catégorie,0,0,0
11240,Locaux Raccordables,0,0,0
11240,Catégorie,0,0,0
11241,Locaux Raccordables,0,0,0
11241,Catégorie,0,0,0
11242,Locaux Raccordables,0,0,0
11242,Catégorie,0,0,0
11243,Locaux Raccordables,0,0,0
11243,Catégorie,0,0,0
11244,Locaux Raccordables,0,0,0
11244,Catégorie,0,0,0
11245,Locaux Raccordables,0,0,0
11245,Catégorie,0,0,0
11246,Locaux Raccordables,0,0,0
11246,Catégorie,0,0,0
11247,Locaux Raccordables,0,0,0
11247,Catégorie,0,0,0
11248,Locaux Raccordables,0,0,0
11248,Catégorie,0,0,0
11249,Locaux Raccordables,0,0,0
11249,Catégorie,0,0,0
11250,Locaux Raccordables,0,0,0
11250,Catégorie,0,0,0
11251,Locaux Raccordables,0,0,0
11251,Catégorie,0,0,0
11252,Locaux Raccordables,0,0,0
11252,Catégorie,0,0,0
11253,Locaux Raccordables,0,0,0
11253,Catégorie,0,0,0
11254,Locaux Raccordables,0,0,0
11254,Catégorie,0,0,0
11255,Locaux Raccordables,0,0,0
11255,Catégorie,0,0,0
11256,Locaux Raccordables,0,0,0
11256,Catégorie,0,0,0
11257,Locaux Raccordables,0,0,0
11257,Catégorie,0,0,0
11258,Locaux Raccordables,0,0,0
11258,Catégorie,0,0,0
11259,Locaux Raccordables,0,0,0
11259,Catégorie,0,0,0
11260,Locaux Raccordables,0,0,0
11260,Catégorie,0,0,0
11261,Locaux Raccordables,0,0,0
11261,Catégorie,0,0,0
11262,Locaux Raccordables,5938,6189,6396
11262,Catégorie,10,10,10
11263,Locaux Raccordables,0,0,0
11263,Catégorie,0,0,0
11264,Locaux Raccordables,0,0,0
11264,Catégorie,0,0,0
11265,Locaux Raccordables,0,0,0
11265,Catégorie,0,0,0
11266,Locaux Raccordables,0,0,0
11266,Catégorie,0,0,0
11267,Locaux Raccordables,0,0,0
11267,Catégorie,0,0,0
11268,Locaux Raccordables,0,0,0
11268,Catégorie,0,0,0
11269,Locaux Raccordables,0,0,0
11269,Catégorie,0,0,0
11270,Locaux Raccordables,0,0,0
11270,Catégorie,0,0,0
11271,Locaux Raccordables,0,0,0
11271,Catégorie,0,0,0
11272,Locaux Raccordables,457,598,768
11272,Catégorie,25,50,50
11273,Locaux Raccordables,0,0,0
11273,Catégorie,0,0,0
11274,Locaux Raccordables,0,0,0
11274,Catégorie,0,0,0
11275,Locaux Raccordables,0,0,0
11275,Catégorie,0,0,0
11276,Locaux Raccordables,0,0,0
11276,Catégorie,0,0,0
11277,Locaux Raccordables,0,0,0
11277,Catégorie,0,0,0
11278,Locaux Raccordables,0,0,0
11278,Catégorie,0,0,0
11279,Locaux Raccordables,0,0,0
11279,Catégorie,0,0,0
11280,Locaux Raccordables,0,0,0
11280,Catégorie,0,0,0
11281,Locaux Raccordables,0,0,0
11281,Catégorie,0,0,0
11282,Locaux Raccordables,0,0,0
11282,Catégorie,0,0,0
11283,Locaux Raccordables,0,0,0
11283,Catégorie,0,0,0
11284,Locaux Raccordables,0,0,0
11284,Catégorie,0,0,0
11285,Locaux Raccordables,0,0,0
11285,Catégorie,0,0,0
11286,Locaux Raccordables,0,0,0
11286,Catégorie,0,0,0
11287,Locaux Raccordables,0,0,0
11287,Catégorie,0,0,0
11288,Locaux Raccordables,0,0,0
11288,Catégorie,0,0,0
11289,Locaux Raccordables,0,0,0
11289,Catégorie,0,0,0
11290,Locaux Raccordables,0,0,0
11290,Catégorie,0,0,0
11291,Locaux Raccordables,0,0,0
11291,Catégorie,0,0,0
11292,Locaux Raccordables,0,0,0
11292,Catégorie,0,0,0
11293,Locaux Raccordables,0,0,0
11293,Catégorie,0,0,0
11294,Locaux Raccordables,0,0,0
11294,Catégorie,0,0,0
11295,Locaux Raccordables,0,0,0
11295,Catégorie,0,0,0
11296,Locaux Raccordables,0,0,0
11296,Catégorie,0,0,0
11297,Locaux Raccordables,0,0,0
11297,Catégorie,0,0,0
11298,Locaux Raccordables,0,0,0
11298,Catégorie,0,0,0
11299,Locaux Raccordables,0,0,0
11299,Catégorie,0,0,0
11300,Locaux Raccordables,0,0,0
11300,Catégorie,0,0,0
11301,Locaux Raccordables,0,0,0
11301,Catégorie,0,0,0
11302,Locaux Raccordables,0,0,0
11302,Catégorie,0,0,0
11303,Locaux Raccordables,0,0,0
11303,Catégorie,0,0,0
11304,Locaux Raccordables,0,0,0
11304,Catégorie,0,0,0
11305,Locaux Raccordables,0,0,0
11305,Catégorie,0,0,0
11306,Locaux Raccordables,0,0,0
11306,Catégorie,0,0,0
11307,Locaux Raccordables,0,0,0
11307,Catégorie,0,0,0
11308,Locaux Raccordables,0,0,0
11308,Catégorie,0,0,0
11309,Locaux Raccordables,0,0,0
11309,Catégorie,0,0,0
11310,Locaux Raccordables,0,0,0
11310,Catégorie,0,0,0
11311,Locaux Raccordables,0,0,0
11311,Catégorie,0,0,0
11312,Locaux Raccordables,0,0,0
11312,Catégorie,0,0,0
11313,Locaux Raccordables,0,0,0
11313,Catégorie,0,0,0
11314,Locaux Raccordables,0,0,0
11314,Catégorie,0,0,0
11315,Locaux Raccordables,0,0,0
11315,Catégorie,0,0,0
11316,Locaux Raccordables,0,0,0
11316,Catégorie,0,0,0
11317,Locaux Raccordables,0,0,0
11317,Catégorie,0,0,0
11318,Locaux Raccordables,0,0,0
11318,Catégorie,0,0,0
11319,Locaux Raccordables,0,0,0
11319,Catégorie,0,0,0
11320,Locaux Raccordables,0,0,0
11320,Catégorie,0,0,0
11321,Locaux Raccordables,0,0,0
11321,Catégorie,0,0,0
11322,Locaux Raccordables,0,0,0
11322,Catégorie,0,0,0
11323,Locaux Raccordables,0,0,0
11323,Catégorie,0,0,0
11324,Locaux Raccordables,0,0,0
11324,Catégorie,0,0,0
11325,Locaux Raccordables,0,0,0
11325,Catégorie,0,0,0
11326,Locaux Raccordables,0,0,0
11326,Catégorie,0,0,0
11327,Locaux Raccordables,0,0,0
11327,Catégorie,0,0,0
11328,Locaux Raccordables,0,0,0
11328,Catégorie,0,0,0
11329,Locaux Raccordables,0,0,0
11329,Catégorie,0,0,0
11330,Locaux Raccordables,0,0,0
11330,Catégorie,0,0,0
11331,Locaux Raccordables,0,0,0
11331,Catégorie,0,0,0
11332,Locaux Raccordables,0,0,0
11332,Catégorie,0,0,0
11333,Locaux Raccordables,0,0,0
11333,Catégorie,0,0,0
11334,Locaux Raccordables,0,0,0
11334,Catégorie,0,0,0
11335,Locaux Raccordables,0,0,0
11335,Catégorie,0,0,0
11336,Locaux Raccordables,0,0,0
11336,Catégorie,0,0,0
11337,Locaux Raccordables,0,0,0
11337,Catégorie,0,0,0
11338,Locaux Raccordables,0,0,0
11338,Catégorie,0,0,0
11339,Locaux Raccordables,0,0,0
11339,Catégorie,0,0,0
11340,Locaux Raccordables,0,0,0
11340,Catégorie,0,0,0
11341,Locaux Raccordables,0,0,0
11341,Catégorie,0,0,0
11342,Locaux Raccordables,0,0,0
11342,Catégorie,0,0,0
11343,Locaux Raccordables,0,0,0
11343,Catégorie,0,0,0
11344,Locaux Raccordables,0,0,0
11344,Catégorie,0,0,0
11345,Locaux Raccordables,0,0,0
11345,Catégorie,0,0,0
11346,Locaux Raccordables,0,0,0
11346,Catégorie,0,0,0
11347,Locaux Raccordables,0,0,0
11347,Catégorie,0,0,0
11348,Locaux Raccordables,0,0,0
11348,Catégorie,0,0,0
11350,Locaux Raccordables,0,0,0
11350,Catégorie,0,0,0
11351,Locaux Raccordables,0,0,0
11351,Catégorie,0,0,0
11352,Locaux Raccordables,0,0,0
11352,Catégorie,0,0,0
11353,Locaux Raccordables,0,0,0
11353,Catégorie,0,0,0
11354,Locaux Raccordables,0,0,0
11354,Catégorie,0,0,0
11355,Locaux Raccordables,0,0,0
11355,Catégorie,0,0,0
11356,Locaux Raccordables,0,0,0
11356,Catégorie,0,0,0
11357,Locaux Raccordables,0,0,0
11357,Catégorie,0,0,0
11358,Locaux Raccordables,0,0,0
11358,Catégorie,0,0,0
11359,Locaux Raccordables,0,0,0
11359,Catégorie,0,0,0
11360,Locaux Raccordables,0,0,0
11360,Catégorie,0,0,0
11361,Locaux Raccordables,0,0,0
11361,Catégorie,0,0,0
11362,Locaux Raccordables,0,0,0
11362,Catégorie,0,0,0
11363,Locaux Raccordables,0,0,0
11363,Catégorie,0,0,0
11364,Locaux Raccordables,0,0,0
11364,Catégorie,0,0,0
11365,Locaux Raccordables,0,0,0
11365,Catégorie,0,0,0
11366,Locaux Raccordables,0,0,0
11366,Catégorie,0,0,0
11367,Locaux Raccordables,0,0,0
11367,Catégorie,0,0,0
11368,Locaux Raccordables,0,0,0
11368,Catégorie,0,0,0
11369,Locaux Raccordables,0,0,0
11369,Catégorie,0,0,0
11370,Locaux Raccordables,552,559,763
11370,Catégorie,25,25,25
11371,Locaux Raccordables,0,0,0
11371,Catégorie,0,0,0
11372,Locaux Raccordables,0,0,0
11372,Catégorie,0,0,0
11373,Locaux Raccordables,0,0,0
11373,Catégorie,0,0,0
11374,Locaux Raccordables,0,0,0
11374,Catégorie,0,0,0
11375,Locaux Raccordables,0,0,0
11375,Catégorie,0,0,0
11376,Locaux Raccordables,0,0,0
11376,Catégorie,0,0,0
11377,Locaux Raccordables,0,0,0
11377,Catégorie,0,0,0
11378,Locaux Raccordables,0,0,0
11378,Catégorie,0,0,0
11379,Locaux Raccordables,0,0,0
11379,Catégorie,0,0,0
11380,Locaux Raccordables,0,0,0
11380,Catégorie,0,0,0
11381,Locaux Raccordables,0,0,0
11381,Catégorie,0,0,0
11382,Locaux Raccordables,0,0,0
11382,Catégorie,0,0,0
11383,Locaux Raccordables,0,0,0
11383,Catégorie,0,0,0
11384,Locaux Raccordables,0,0,0
11384,Catégorie,0,0,0
11385,Locaux Raccordables,0,0,0
11385,Catégorie,0,0,0
11386,Locaux Raccordables,0,0,0
11386,Catégorie,0,0,0
11387,Locaux Raccordables,0,0,0
11387,Catégorie,0,0,0
11388,Locaux Raccordables,0,0,0
11388,Catégorie,0,0,0
11389,Locaux Raccordables,0,0,0
11389,Catégorie,0,0,0
11390,Locaux Raccordables,0,0,0
11390,Catégorie,0,0,0
11391,Locaux Raccordables,0,0,0
11391,Catégorie,0,0,0
11392,Locaux Raccordables,0,0,0
11392,Catégorie,0,0,0
11393,Locaux Raccordables,0,0,0
11393,Catégorie,0,0,0
11394,Locaux Raccordables,0,0,0
11394,Catégorie,0,0,0
11395,Locaux Raccordables,0,0,0
11395,Catégorie,0,0,0
11396,Locaux Raccordables,0,0,0
11396,Catégorie,0,0,0
11397,Locaux Raccordables,0,0,0
11397,Catégorie,0,0,0
11398,Locaux Raccordables,0,0,0
11398,Catégorie,0,0,0
11399,Locaux Raccordables,0,0,0
11399,Catégorie,0,0,0
11400,Locaux Raccordables,0,0,0
11400,Catégorie,0,0,0
11401,Locaux Raccordables,0,0,0
11401,Catégorie,0,0,0
11402,Locaux Raccordables,0,0,0
11402,Catégorie,0,0,0
11404,Locaux Raccordables,0,0,0
11404,Catégorie,0,0,0
11405,Locaux Raccordables,0,0,0
11405,Catégorie,0,0,0
11406,Locaux Raccordables,0,0,0
11406,Catégorie,0,0,0
11407,Locaux Raccordables,0,0,0
11407,Catégorie,0,0,0
11408,Locaux Raccordables,0,0,0
11408,Catégorie,0,0,0
11409,Locaux Raccordables,0,0,0
11409,Catégorie,0,0,0
11410,Locaux Raccordables,0,0,0
11410,Catégorie,0,0,0
11411,Locaux Raccordables,0,0,0
11411,Catégorie,0,0,0
11412,Locaux Raccordables,0,0,0
11412,Catégorie,0,0,0
11413,Locaux Raccordables,0,0,0
11413,Catégorie,0,0,0
11414,Locaux Raccordables,0,0,0
11414,Catégorie,0,0,0
11415,Locaux Raccordables,0,0,0
11415,Catégorie,0,0,0
11416,Locaux Raccordables,0,0,0
11416,Catégorie,0,0,0
11417,Locaux Raccordables,0,0,0
11417,Catégorie,0,0,0
11418,Locaux Raccordables,0,0,0
11418,Catégorie,0,0,0
11419,Locaux Raccordables,0,0,0
11419,Catégorie,0,0,0
11420,Locaux Raccordables,0,0,0
11420,Catégorie,0,0,0
11421,Locaux Raccordables,0,0,0
11421,Catégorie,0,0,0
11422,Locaux Raccordables,0,0,0
11422,Catégorie,0,0,0
11423,Locaux Raccordables,0,0,0
11423,Catégorie,0,0,0
11424,Locaux Raccordables,0,0,0
11424,Catégorie,0,0,0
11425,Locaux Raccordables,0,0,0
11425,Catégorie,0,0,0
11426,Locaux Raccordables,0,0,0
11426,Catégorie,0,0,0
11427,Locaux Raccordables,0,0,0
11427,Catégorie,0,0,0
11428,Locaux Raccordables,0,0,0
11428,Catégorie,0,0,0
11429,Locaux Raccordables,0,0,0
11429,Catégorie,0,0,0
11430,Locaux Raccordables,0,0,0
11430,Catégorie,0,0,0
11431,Locaux Raccordables,0,0,0
11431,Catégorie,0,0,0
11432,Locaux Raccordables,0,0,0
11432,Catégorie,0,0,0
11433,Locaux Raccordables,0,0,0
11433,Catégorie,0,0,0
11434,Locaux Raccordables,0,0,0
11434,Catégorie,0,0,0
11435,Locaux Raccordables,0,0,0
11435,Catégorie,0,0,0
11436,Locaux Raccordables,0,0,0
11436,Catégorie,0,0,0
11437,Locaux Raccordables,0,0,0
11437,Catégorie,0,0,0
11438,Locaux Raccordables,0,0,0
11438,Catégorie,0,0,0
11439,Locaux Raccordables,0,0,0
11439,Catégorie,0,0,0
11440,Locaux Raccordables,0,0,0
11440,Catégorie,0,0,0
11441,Locaux Raccordables,0,0,0
11441,Catégorie,0,0,0
12001,Locaux Raccordables,0,0,0
12001,Catégorie,0,0,0
12002,Locaux Raccordables,0,0,0
12002,Catégorie,0,0,0
12003,Locaux Raccordables,0,0,0
12003,Catégorie,0,0,0
12004,Locaux Raccordables,0,0,0
12004,Catégorie,0,0,0
12006,Locaux Raccordables,0,0,0
12006,Catégorie,0,0,0
12007,Locaux Raccordables,0,0,0
12007,Catégorie,0,0,0
12008,Locaux Raccordables,0,0,0
12008,Catégorie,0,0,0
12009,Locaux Raccordables,0,0,0
12009,Catégorie,0,0,0
12010,Locaux Raccordables,0,0,0
12010,Catégorie,0,0,0
12011,Locaux Raccordables,0,0,0
12011,Catégorie,0,0,0
12012,Locaux Raccordables,0,0,0
12012,Catégorie,0,0,0
12013,Locaux Raccordables,0,0,0
12013,Catégorie,0,0,0
12015,Locaux Raccordables,0,0,0
12015,Catégorie,0,0,0
12016,Locaux Raccordables,0,0,0
12016,Catégorie,0,0,0
12017,Locaux Raccordables,0,0,0
12017,Catégorie,0,0,0
12018,Locaux Raccordables,0,0,0
12018,Catégorie,0,0,0
12019,Locaux Raccordables,0,0,0
12019,Catégorie,0,0,0
12021,Locaux Raccordables,0,0,0
12021,Catégorie,0,0,0
12022,Locaux Raccordables,0,0,0
12022,Catégorie,0,0,0
12023,Locaux Raccordables,0,0,0
12023,Catégorie,0,0,0
12024,Locaux Raccordables,0,0,0
12024,Catégorie,0,0,0
12025,Locaux Raccordables,0,0,0
12025,Catégorie,0,0,0
12026,Locaux Raccordables,0,0,0
12026,Catégorie,0,0,0
12027,Locaux Raccordables,0,0,0
12027,Catégorie,0,0,0
12028,Locaux Raccordables,0,0,0
12028,Catégorie,0,0,0
12029,Locaux Raccordables,0,0,0
12029,Catégorie,0,0,0
12030,Locaux Raccordables,0,0,0
12030,Catégorie,0,0,0
12031,Locaux Raccordables,0,0,0
12031,Catégorie,0,0,0
12032,Locaux Raccordables,0,0,0
12032,Catégorie,0,0,0
12033,Locaux Raccordables,0,0,0
12033,Catégorie,0,0,0
12034,Locaux Raccordables,0,0,0
12034,Catégorie,0,0,0
12035,Locaux Raccordables,0,0,0
12035,Catégorie,0,0,0
12036,Locaux Raccordables,0,0,0
12036,Catégorie,0,0,0
12037,Locaux Raccordables,0,0,0
12037,Catégorie,0,0,0
12038,Locaux Raccordables,0,0,0
12038,Catégorie,0,0,0
12039,Locaux Raccordables,0,0,0
12039,Catégorie,0,0,0
12041,Locaux Raccordables,0,0,0
12041,Catégorie,0,0,0
12042,Locaux Raccordables,0,0,0
12042,Catégorie,0,0,0
12043,Locaux Raccordables,0,0,0
12043,Catégorie,0,0,0
12044,Locaux Raccordables,0,0,0
12044,Catégorie,0,0,0
12045,Locaux Raccordables,0,0,0
12045,Catégorie,0,0,0
12046,Locaux Raccordables,0,0,0
12046,Catégorie,0,0,0
12047,Locaux Raccordables,0,0,0
12047,Catégorie,0,0,0
12048,Locaux Raccordables,0,0,0
12048,Catégorie,0,0,0
12049,Locaux Raccordables,0,0,0
12049,Catégorie,0,0,0
12050,Locaux Raccordables,0,0,0
12050,Catégorie,0,0,0
12051,Locaux Raccordables,0,0,0
12051,Catégorie,0,0,0
12052,Locaux Raccordables,0,0,0
12052,Catégorie,0,0,0
12053,Locaux Raccordables,0,0,0
12053,Catégorie,0,0,0
12054,Locaux Raccordables,0,0,0
12054,Catégorie,0,0,0
12055,Locaux Raccordables,0,0,0
12055,Catégorie,0,0,0
12056,Locaux Raccordables,0,0,0
12056,Catégorie,0,0,0
12057,Locaux Raccordables,0,0,0
12057,Catégorie,0,0,0
12058,Locaux Raccordables,0,0,0
12058,Catégorie,0,0,0
12059,Locaux Raccordables,0,0,0
12059,Catégorie,0,0,0
12060,Locaux Raccordables,0,0,0
12060,Catégorie,0,0,0
12061,Locaux Raccordables,0,0,0
12061,Catégorie,0,0,0
12062,Locaux Raccordables,0,0,0
12062,Catégorie,0,0,0
12063,Locaux Raccordables,0,0,0
12063,Catégorie,0,0,0
12064,Locaux Raccordables,0,0,0
12064,Catégorie,0,0,0
12065,Locaux Raccordables,0,0,0
12065,Catégorie,0,0,0
12066,Locaux Raccordables,0,0,0
12066,Catégorie,0,0,0
12067,Locaux Raccordables,0,0,0
12067,Catégorie,0,0,0
12068,Locaux Raccordables,0,0,0
12068,Catégorie,0,0,0
12069,Locaux Raccordables,0,0,0
12069,Catégorie,0,0,0
12070,Locaux Raccordables,0,0,0
12070,Catégorie,0,0,0
12071,Locaux Raccordables,0,0,0
12071,Catégorie,0,0,0
12072,Locaux Raccordables,0,0,0
12072,Catégorie,0,0,0
12073,Locaux Raccordables,0,0,0
12073,Catégorie,0,0,0
12074,Locaux Raccordables,0,0,0
12074,Catégorie,0,0,0
12075,Locaux Raccordables,0,0,0
12075,Catégorie,0,0,0
12076,Locaux Raccordables,0,0,0
12076,Catégorie,0,0,0
12077,Locaux Raccordables,0,0,0
12077,Catégorie,0,0,0
12078,Locaux Raccordables,0,0,0
12078,Catégorie,0,0,0
12079,Locaux Raccordables,0,0,0
12079,Catégorie,0,0,0
12080,Locaux Raccordables,0,0,0
12080,Catégorie,0,0,0
12082,Locaux Raccordables,0,0,0
12082,Catégorie,0,0,0
12083,Locaux Raccordables,0,0,0
12083,Catégorie,0,0,0
12084,Locaux Raccordables,0,0,0
12084,Catégorie,0,0,0
12085,Locaux Raccordables,0,0,0
12085,Catégorie,0,0,0
12086,Locaux Raccordables,0,0,0
12086,Catégorie,0,0,0
12088,Locaux Raccordables,0,0,0
12088,Catégorie,0,0,0
12089,Locaux Raccordables,0,0,0
12089,Catégorie,0,0,0
12090,Locaux Raccordables,0,0,0
12090,Catégorie,0,0,0
12091,Locaux Raccordables,0,0,0
12091,Catégorie,0,0,0
12092,Locaux Raccordables,0,0,0
12092,Catégorie,0,0,0
12093,Locaux Raccordables,0,0,0
12093,Catégorie,0,0,0
12094,Locaux Raccordables,0,0,0
12094,Catégorie,0,0,0
12095,Locaux Raccordables,0,0,0
12095,Catégorie,0,0,0
12096,Locaux Raccordables,0,0,0
12096,Catégorie,0,0,0
12097,Locaux Raccordables,0,0,0
12097,Catégorie,0,0,0
12098,Locaux Raccordables,0,0,0
12098,Catégorie,0,0,0
12099,Locaux Raccordables,0,0,0
12099,Catégorie,0,0,0
12100,Locaux Raccordables,0,0,0
12100,Catégorie,0,0,0
12101,Locaux Raccordables,0,0,0
12101,Catégorie,0,0,0
12102,Locaux Raccordables,0,0,0
12102,Catégorie,0,0,0
12103,Locaux Raccordables,0,0,0
12103,Catégorie,0,0,0
12104,Locaux Raccordables,0,0,0
12104,Catégorie,0,0,0
12105,Locaux Raccordables,0,0,0
12105,Catégorie,0,0,0
12106,Locaux Raccordables,0,0,0
12106,Catégorie,0,0,0
12107,Locaux Raccordables,0,0,0
12107,Catégorie,0,0,0
12108,Locaux Raccordables,0,0,0
12108,Catégorie,0,0,0
12109,Locaux Raccordables,0,0,0
12109,Catégorie,0,0,0
12110,Locaux Raccordables,0,0,0
12110,Catégorie,0,0,0
12111,Locaux Raccordables,0,0,0
12111,Catégorie,0,0,0
12113,Locaux Raccordables,0,0,0
12113,Catégorie,0,0,0
12115,Locaux Raccordables,0,0,0
12115,Catégorie,0,0,0
12116,Locaux Raccordables,0,0,0
12116,Catégorie,0,0,0
12118,Locaux Raccordables,0,0,0
12118,Catégorie,0,0,0
12119,Locaux Raccordables,0,0,0
12119,Catégorie,0,0,0
12120,Locaux Raccordables,0,0,0
12120,Catégorie,0,0,0
12121,Locaux Raccordables,0,0,0
12121,Catégorie,0,0,0
12122,Locaux Raccordables,0,0,0
12122,Catégorie,0,0,0
12124,Locaux Raccordables,0,0,0
12124,Catégorie,0,0,0
12125,Locaux Raccordables,0,0,0
12125,Catégorie,0,0,0
12127,Locaux Raccordables,0,0,0
12127,Catégorie,0,0,0
12128,Locaux Raccordables,0,0,0
12128,Catégorie,0,0,0
12129,Locaux Raccordables,0,0,0
12129,Catégorie,0,0,0
12130,Locaux Raccordables,0,0,0
12130,Catégorie,0,0,0
12131,Locaux Raccordables,0,0,0
12131,Catégorie,0,0,0
12133,Locaux Raccordables,0,0,0
12133,Catégorie,0,0,0
12134,Locaux Raccordables,0,0,0
12134,Catégorie,0,0,0
12135,Locaux Raccordables,0,0,0
12135,Catégorie,0,0,0
12136,Locaux Raccordables,0,0,0
12136,Catégorie,0,0,0
12137,Locaux Raccordables,0,0,0
12137,Catégorie,0,0,0
12138,Locaux Raccordables,0,0,0
12138,Catégorie,0,0,0
12139,Locaux Raccordables,0,0,0
12139,Catégorie,0,0,0
12140,Locaux Raccordables,0,0,0
12140,Catégorie,0,0,0
12141,Locaux Raccordables,0,0,0
12141,Catégorie,0,0,0
12142,Locaux Raccordables,0,0,0
12142,Catégorie,0,0,0
12143,Locaux Raccordables,0,0,0
12143,Catégorie,0,0,0
12144,Locaux Raccordables,0,0,0
12144,Catégorie,0,0,0
12145,Locaux Raccordables,784,1055,1455
12145,Catégorie,5,5,10
12146,Locaux Raccordables,0,0,0
12146,Catégorie,0,0,0
12147,Locaux Raccordables,0,0,0
12147,Catégorie,0,0,0
12148,Locaux Raccordables,0,0,0
12148,Catégorie,0,0,0
12149,Locaux Raccordables,0,0,0
12149,Catégorie,0,0,0
12150,Locaux Raccordables,0,0,0
12150,Catégorie,0,0,0
12151,Locaux Raccordables,0,0,0
12151,Catégorie,0,0,0
12152,Locaux Raccordables,0,0,0
12152,Catégorie,0,0,0
12153,Locaux Raccordables,0,0,0
12153,Catégorie,0,0,0
12154,Locaux Raccordables,0,0,0
12154,Catégorie,0,0,0
12155,Locaux Raccordables,0,0,0
12155,Catégorie,0,0,0
12156,Locaux Raccordables,0,0,0
12156,Catégorie,0,0,0
12157,Locaux Raccordables,0,0,0
12157,Catégorie,0,0,0
12158,Locaux Raccordables,0,0,0
12158,Catégorie,0,0,0
12159,Locaux Raccordables,0,0,0
12159,Catégorie,0,0,0
12160,Locaux Raccordables,0,0,0
12160,Catégorie,0,0,0
12161,Locaux Raccordables,0,0,0
12161,Catégorie,0,0,0
12162,Locaux Raccordables,0,0,0
12162,Catégorie,0,0,0
12163,Locaux Raccordables,0,0,0
12163,Catégorie,0,0,0
12164,Locaux Raccordables,0,0,0
12164,Catégorie,0,0,0
12165,Locaux Raccordables,0,0,0
12165,Catégorie,0,0,0
12166,Locaux Raccordables,0,0,0
12166,Catégorie,0,0,0
12167,Locaux Raccordables,0,0,0
12167,Catégorie,0,0,0
12168,Locaux Raccordables,0,0,0
12168,Catégorie,0,0,0
12169,Locaux Raccordables,0,0,0
12169,Catégorie,0,0,0
12170,Locaux Raccordables,0,0,0
12170,Catégorie,0,0,0
12171,Locaux Raccordables,0,0,0
12171,Catégorie,0,0,0
12172,Locaux Raccordables,0,0,0
12172,Catégorie,0,0,0
